team_no	attempt_no	turn_no	event_no	time	subject	verb	object
26	1	1	1	0.255	R	shows	observe gesture
26	1	1	2	0.331	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
26	1	1	3	53.202	R	shows	thinking gesture
26	1	1	4	53.238	R	says	hmm, i see.
26	1	1	5	76.426	B	presses	help (enabled)
26	1	1	6	77.809	A	presses	help (enabled)
26	1	1	7	83.658	B	presses	help (enabled)
26	1	1	8	98.202	R	shows	observe gesture
26	1	1	9	106.690	A	presses	help (enabled)
26	1	1	10	121.681	A	adds	Montreux-Neuchatel (6-7)
26	1	1	11	123.791	B	presses	help (enabled)
26	1	1	12	132.292	A	presses	help (enabled)
26	1	1	13	148.894	B	presses	help (enabled)
26	1	1	14	155.572	A	removes	Montreux-Neuchatel (6-7)
26	1	2	15	158.201	R	shows	thinking gesture
26	1	2	16	158.217	R	says	hmm, i see.
26	1	2	17	165.218	A	presses	help (enabled)
26	1	2	18	165.979	A	presses	help (enabled)
26	1	2	19	166.483	A	presses	help (enabled)
26	1	2	20	166.795	A	presses	help (enabled)
26	1	2	21	170.387	A	presses	submit (disabled)
26	1	2	22	176.161	B	adds	Gallen-Davos (8-9)
26	1	2	23	184.573	B	adds	Zurich-Gallen (2-8)
26	1	3	24	193.397	B	presses	help (enabled)
26	1	3	25	196.923	B	presses	help (enabled)
26	1	3	26	229.921	A	adds	Zurich-Bern (2-3)
26	1	3	27	242.082	A	adds	Basel-Bern (0-3)
26	1	4	28	260.649	B	adds	Zermatt-Davos (4-9)
26	1	5	29	266.117	A	adds	Luzern-Interlaken (1-5)
26	1	5	30	266.796	B	adds	Luzern-Zermatt (1-4)
26	1	6	31	270.064	A	adds	Interlaken-Montreux (5-6)
26	1	6	32	275.028	R	shows	observe gesture
26	1	7	33	280.063	B	adds	Montreux-Neuchatel (6-7)
26	1	7	34	320.662	B	presses	submit (enabled)
26	1	7	35	323.464	B	presses	submit (enabled)
26	1	7	36	348.851	A	presses	submit (enabled)
26	1	7	37	348.941	T	submits	cost=27 (opt_cost=22)
26	1	7	38	349.164	R	shows	talking emotion
26	1	7	39	349.166	R	shows	up_left gesture
26	1	7	40	349.229	R	says	you are away from the minimum by 5 francs. let's try again.
26	1	7	41	351.910	B	presses	submit (enabled)
26	1	7	42	355.517	R	shows	point_front gesture
26	1	7	43	355.517	R	shows	talking emotion
26	1	7	44	355.615	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
26	2	7	45	367.628	A	presses	compare (enabled)
26	2	7	46	396.260	B	adds	Gallen-Davos (8-9)
26	2	7	47	399.038	B	removes	Gallen-Davos (8-9)
26	2	8	48	401.316	A	adds	Montreux-Neuchatel (6-7)
26	2	8	49	408.481	A	adds	Interlaken-Neuchatel (5-7)
26	2	9	50	431.442	B	adds	Zermatt-Interlaken (4-5)
26	2	9	51	436.417	A	presses	compare (enabled)
26	2	9	52	448.602	B	adds	Luzern-Zermatt (1-4)
26	2	10	53	457.251	A	adds	Luzern-Bern (1-3)
26	2	10	54	457.808	B	presses	compare (enabled)
26	2	10	55	460.608	A	removes	Luzern-Bern (1-3)
26	2	11	56	474.492	B	adds	Luzern-Bern (1-3)
26	2	11	57	475.312	B	adds	Basel-Bern (0-3)
26	2	12	58	480.841	A	adds	Basel-Neuchatel (0-7)
