team_no	attempt_no	turn_no	event_no	time	subject	verb	object
18	1	1	1	0.317	R	shows	observe gesture
18	1	1	2	0.361	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
18	1	1	3	53.608	R	shows	thinking gesture
18	1	1	4	53.626	R	says	hmm, i see.
18	1	1	5	61.429	A	adds	Zermatt-Davos (4-9)
18	1	1	6	76.769	B	presses	help (enabled)
18	1	1	7	78.054	A	presses	help (enabled)
18	1	1	8	98.610	R	shows	observe gesture
18	1	1	9	110.709	A	presses	submit (disabled)
18	1	1	10	143.475	B	presses	help (enabled)
18	1	1	11	153.731	B	presses	help (enabled)
18	1	1	12	157.068	B	presses	help (enabled)
18	1	1	13	158.608	R	shows	thinking gesture
18	1	1	14	158.629	R	says	hmm, i see.
18	1	1	15	173.841	A	adds	Luzern-Zermatt (1-4)
18	1	2	16	189.366	B	adds	Zermatt-Montreux (4-6)
18	1	2	17	191.679	B	adds	Interlaken-Montreux (5-6)
18	1	3	18	219.701	A	adds	Luzern-Bern (1-3)
18	1	3	19	224.803	B	presses	help (enabled)
18	1	3	20	225.274	A	presses	help (enabled)
18	1	3	21	234.128	A	presses	submit (disabled)
18	1	3	22	251.365	B	presses	help (enabled)
18	1	3	23	282.818	A	adds	Zurich-Bern (2-3)
18	1	4	24	289.758	B	adds	Interlaken-Neuchatel (5-7)
18	1	4	25	291.681	B	adds	Basel-Neuchatel (0-7)
18	1	5	26	307.225	A	removes	Basel-Neuchatel (0-7)
18	1	5	27	308.007	B	presses	help (enabled)
18	1	5	28	339.175	A	adds	Zurich-Davos (2-9)
18	1	6	29	345.965	B	adds	Basel-Neuchatel (0-7)
18	1	6	30	351.067	R	shows	observe gesture
18	1	6	31	351.279	B	adds	Zurich-Gallen (2-8)
18	1	7	32	387.809	B	presses	help (enabled)
18	1	7	33	436.998	A	presses	submit (enabled)
18	1	7	34	437.105	T	submits	cost=32 (opt_cost=22)
18	1	7	35	437.291	R	shows	talking emotion
18	1	7	36	437.292	R	shows	up_left gesture
18	1	7	37	437.408	R	says	you are not that far from the minimum; the difference is only 10 francs. i am sure you can do it.
18	1	7	38	437.410	B	presses	submit (enabled)
18	1	7	39	446.331	R	shows	talking emotion
18	1	7	40	446.331	R	shows	point_front gesture
18	1	7	41	446.445	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
18	1	7	42	458.609	R	shows	observe gesture
18	2	7	43	461.164	B	presses	compare (enabled)
