team_no	attempt_no	turn_no	event_no	time	subject	verb	object
22	1	1	1	0.355	R	shows	observe gesture
22	1	1	2	0.462	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
22	1	1	3	49.175	A	adds	Gallen-Davos (8-9)
22	1	1	4	54.297	R	shows	thinking gesture
22	1	1	5	54.339	R	says	hmm, i see.
22	1	1	6	58.118	B	presses	submit (disabled)
22	1	1	7	66.697	A	adds	Zurich-Gallen (2-8)
22	1	2	8	84.486	B	adds	Luzern-Zurich (1-2)
22	1	2	9	86.242	B	removes	Luzern-Zurich (1-2)
22	1	3	10	110.893	A	presses	help (enabled)
22	1	3	11	114.251	B	presses	help (enabled)
22	1	3	12	127.920	A	adds	Luzern-Zurich (1-2)
22	1	3	13	150.277	A	adds	Luzern-Zermatt (1-4)
22	1	4	14	156.386	B	adds	Luzern-Bern (1-3)
22	1	4	15	157.590	A	presses	submit (disabled)
22	1	4	16	157.787	A	presses	submit (disabled)
22	1	4	17	159.297	R	shows	thinking gesture
22	1	4	18	159.315	R	says	hmm, i see.
22	1	4	19	165.830	B	adds	Basel-Bern (0-3)
22	1	5	20	195.971	A	removes	Basel-Bern (0-3)
22	1	5	21	202.193	A	adds	Interlaken-Bern (5-3)
22	1	6	22	215.895	B	removes	Interlaken-Bern (5-3)
22	1	6	23	224.819	B	adds	Zermatt-Montreux (4-6)
22	1	7	24	232.493	A	removes	Zermatt-Montreux (4-6)
22	1	7	25	251.612	A	adds	Zermatt-Montreux (4-6)
22	1	8	26	256.396	B	adds	Interlaken-Montreux (5-6)
22	1	8	27	258.005	B	adds	Interlaken-Neuchatel (5-7)
22	1	9	28	262.847	A	adds	Basel-Neuchatel (0-7)
22	1	9	29	263.083	R	shows	observe gesture
22	1	9	30	279.297	R	shows	observe gesture
22	1	9	31	284.450	A	presses	submit (enabled)
22	1	9	32	288.805	A	presses	submit (enabled)
22	1	9	33	289.351	B	presses	submit (enabled)
22	1	9	34	289.385	T	submits	cost=26 (opt_cost=22)
22	1	9	35	289.627	R	shows	talking emotion
22	1	9	36	289.633	R	shows	up_left gesture
22	1	9	37	289.723	R	says	you are not that far from the minimum; the difference is only 4 francs. i am sure you can do it.
22	1	9	38	298.491	R	shows	talking emotion
22	1	9	39	298.492	R	shows	point_front gesture
