team_no	attempt_no	turn_no	event_no	time	subject	verb	object
31	1	1	1	0.189	R	shows	observe gesture
31	1	1	2	0.261	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
31	1	1	3	50.831	A	presses	help (enabled)
31	1	1	4	51.991	B	presses	help (enabled)
31	1	1	5	53.877	R	shows	thinking gesture
31	1	1	6	53.886	R	says	hmm, i see.
31	1	1	7	75.379	B	presses	submit (disabled)
31	1	1	8	75.801	B	presses	submit (disabled)
31	1	1	9	81.650	B	presses	help (enabled)
31	1	1	10	82.806	A	adds	Luzern-Zermatt (1-4)
31	1	1	11	99.076	R	shows	observe gesture
31	1	1	12	104.575	A	removes	Luzern-Zermatt (1-4)
31	1	2	13	118.597	B	adds	Luzern-Bern (1-3)
31	1	2	14	125.679	B	presses	help (enabled)
31	1	2	15	137.237	B	adds	Luzern-Zermatt (1-4)
31	1	3	16	156.157	A	adds	Interlaken-Bern (5-3)
31	1	3	17	165.773	A	adds	Interlaken-Montreux (5-6)
31	1	4	18	173.737	B	adds	Zurich-Bern (2-3)
31	1	4	19	181.704	B	adds	Basel-Bern (0-3)
31	1	5	20	196.610	A	adds	Interlaken-Neuchatel (5-7)
31	1	5	21	212.230	A	adds	Zermatt-Davos (4-9)
31	1	6	22	218.318	B	adds	Zurich-Gallen (2-8)
31	1	6	23	218.516	R	shows	observe gesture
31	1	6	24	228.336	B	presses	submit (enabled)
31	1	6	25	261.995	B	adds	Luzern-Interlaken (1-5)
31	1	7	26	264.580	A	removes	Luzern-Interlaken (1-5)
31	1	7	27	271.965	B	presses	submit (enabled)
31	1	7	28	274.621	B	presses	submit (selected)
31	1	7	29	276.439	B	presses	help (enabled)
31	1	7	30	285.391	A	adds	Gallen-Davos (8-9)
31	1	8	31	292.720	B	removes	Zermatt-Davos (4-9)
31	1	8	32	320.923	B	adds	Zermatt-Davos (4-9)
31	1	9	33	324.336	A	removes	Zermatt-Davos (4-9)
31	1	9	34	348.023	A	adds	Montreux-Neuchatel (6-7)
31	1	10	35	352.781	B	removes	Interlaken-Montreux (5-6)
31	1	10	36	357.265	B	adds	Basel-Neuchatel (0-7)
31	1	11	37	359.171	A	removes	Basel-Neuchatel (0-7)
31	1	11	38	381.020	A	adds	Basel-Zurich (0-2)
31	1	12	39	386.466	B	removes	Basel-Zurich (0-2)
31	1	12	40	401.309	B	adds	Luzern-Zurich (1-2)
31	1	13	41	404.692	A	removes	Luzern-Bern (1-3)
31	1	13	42	434.462	A	adds	Zermatt-Davos (4-9)
31	1	14	43	452.322	B	removes	Luzern-Zermatt (1-4)
31	1	14	44	458.905	R	shows	observe gesture
31	1	14	45	467.457	B	adds	Zermatt-Interlaken (4-5)
31	1	15	46	473.367	A	removes	Interlaken-Bern (5-3)
31	1	15	47	643.364	A	presses	submit (enabled)
31	1	15	48	643.446	T	submits	cost=23 (opt_cost=22)
31	1	15	49	643.863	B	presses	submit (enabled)
31	1	15	50	644.932	R	shows	talking emotion
31	1	15	51	644.934	R	shows	up_left gesture
31	1	15	52	645.129	R	says	you are not that far from the minimum; the difference is only 1 francs. i am sure you can do it.
31	1	15	53	654.078	R	shows	talking emotion
31	1	15	54	654.078	R	shows	point_front gesture
31	1	15	55	654.082	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
31	2	15	56	660.817	B	presses	help (enabled)
31	2	15	57	667.490	B	presses	compare (enabled)
31	2	15	58	685.716	A	adds	Luzern-Zurich (1-2)
31	2	15	59	721.760	A	adds	Luzern-Zermatt (1-4)
31	2	16	60	727.121	A	presses	compare (enabled)
31	2	16	61	738.716	B	adds	Zermatt-Interlaken (4-5)
31	2	16	62	816.624	B	adds	Zurich-Bern (2-3)
31	2	17	63	819.573	A	adds	Neuchatel-Bern (7-3)
31	2	17	64	823.254	A	removes	Neuchatel-Bern (7-3)
31	2	18	65	881.525	B	adds	Luzern-Davos (1-9)
31	2	18	66	891.882	B	adds	Gallen-Davos (8-9)
31	2	19	67	902.356	A	adds	Interlaken-Neuchatel (5-7)
31	2	19	68	928.549	A	adds	Basel-Bern (0-3)
31	2	20	69	938.850	R	shows	observe gesture
31	2	20	70	938.854	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!
31	2	20	71	946.719	B	adds	Montreux-Neuchatel (6-7)
31	2	20	72	947.008	A	presses	submit (enabled)
31	2	20	73	948.304	T	submits	cost=23 (opt_cost=22)
31	2	20	74	949.512	B	presses	submit (enabled)
31	2	20	75	949.844	R	shows	talking emotion
31	2	20	76	949.847	R	shows	up_left gesture
31	2	20	77	949.990	R	says	you are away from the minimum by 1 francs. let's try again.
31	3	20	78	956.354	A	presses	compare (enabled)
31	3	20	79	965.623	A	presses	previous (enabled)
31	3	20	80	967.589	A	presses	compare (enabled)
31	3	20	81	967.627	A	presses	next (enabled)
31	3	20	82	971.037	A	presses	previous (enabled)
31	3	20	83	972.424	A	presses	compare (enabled)
31	3	20	84	972.477	A	presses	next (enabled)
31	3	20	85	977.692	A	presses	previous (enabled)
31	3	20	86	978.814	A	presses	compare (enabled)
31	3	20	87	978.846	A	presses	next (enabled)
31	3	20	88	981.503	B	adds	Basel-Bern (0-3)
31	3	20	89	990.138	A	presses	previous (enabled)
31	3	20	90	991.413	A	presses	compare (enabled)
31	3	20	91	991.424	A	presses	next (enabled)
31	3	20	92	994.256	A	presses	previous (enabled)
31	3	20	93	995.005	A	presses	compare (enabled)
31	3	20	94	995.037	A	presses	next (enabled)
31	3	20	95	998.507	B	adds	Zurich-Bern (2-3)
31	3	21	96	1001.431	A	adds	Luzern-Zurich (1-2)
31	3	21	97	1012.176	A	adds	Luzern-Davos (1-9)
31	3	22	98	1021.416	B	adds	Luzern-Zermatt (1-4)
31	3	22	99	1029.515	A	presses	previous (enabled)
31	3	22	100	1030.714	A	presses	compare (enabled)
31	3	22	101	1030.727	A	presses	next (enabled)
31	3	22	102	1033.775	B	adds	Zermatt-Montreux (4-6)
31	3	23	103	1045.109	A	adds	Interlaken-Montreux (5-6)
31	3	23	104	1049.014	A	removes	Interlaken-Montreux (5-6)
31	3	24	105	1052.532	A	presses	previous (enabled)
31	3	24	106	1054.298	A	presses	compare (enabled)
31	3	24	107	1054.311	A	presses	next (enabled)
31	3	24	108	1055.450	A	presses	previous (enabled)
31	3	24	109	1067.961	B	adds	Montreux-Neuchatel (6-7)
31	3	24	110	1072.078	B	adds	Interlaken-Neuchatel (5-7)
31	3	25	111	1076.280	A	adds	Gallen-Davos (8-9)
31	3	25	112	1078.475	A	presses	submit (enabled)
31	3	25	113	1078.591	T	submits	cost=23 (opt_cost=22)
31	3	25	114	1078.864	B	presses	submit (enabled)
31	3	25	115	1080.076	R	shows	talking emotion
31	3	25	116	1080.082	R	shows	up_left gesture
31	3	25	117	1080.177	R	says	you are not that far from the minimum; the difference is only 1 francs. i am sure you can do it.
31	4	25	118	1105.848	B	presses	compare (enabled)
31	4	25	119	1112.818	A	adds	Montreux-Neuchatel (6-7)
31	4	25	120	1121.383	A	adds	Zermatt-Montreux (4-6)
31	4	26	121	1125.399	A	presses	previous (enabled)
31	4	26	122	1125.615	A	presses	previous (enabled)
31	4	26	123	1126.504	A	presses	compare (enabled)
31	4	26	124	1126.524	A	presses	next (enabled)
31	4	26	125	1126.630	A	presses	compare (enabled)
31	4	26	126	1126.668	A	presses	next (enabled)
31	4	26	127	1131.203	A	presses	previous (enabled)
31	4	26	128	1131.420	A	presses	previous (enabled)
31	4	26	129	1132.087	A	presses	compare (enabled)
31	4	26	130	1132.098	A	presses	next (enabled)
31	4	26	131	1132.232	A	presses	compare (enabled)
31	4	26	132	1132.242	A	presses	next (enabled)
31	4	26	133	1136.753	A	presses	previous (enabled)
31	4	26	134	1137.153	A	presses	previous (enabled)
31	4	26	135	1138.448	A	presses	compare (enabled)
31	4	26	136	1138.463	A	presses	next (enabled)
31	4	26	137	1138.567	A	presses	compare (enabled)
31	4	26	138	1138.580	A	presses	next (enabled)
31	4	26	139	1140.730	A	presses	previous (enabled)
31	4	26	140	1142.043	A	presses	compare (enabled)
31	4	26	141	1142.058	A	presses	next (enabled)
31	4	26	142	1142.980	B	adds	Zermatt-Davos (4-9)
31	4	26	143	1147.193	B	adds	Gallen-Davos (8-9)
31	4	27	144	1158.428	B	presses	previous (enabled)
31	4	27	145	1159.877	B	presses	previous (enabled)
31	4	27	146	1170.122	A	adds	Luzern-Zermatt (1-4)
31	4	27	147	1182.922	A	adds	Luzern-Zurich (1-2)
31	4	28	148	1190.647	A	presses	previous (enabled)
31	4	28	149	1191.051	A	presses	previous (enabled)
31	4	28	150	1192.158	A	presses	compare (enabled)
31	4	28	151	1192.186	A	presses	next (enabled)
31	4	28	152	1192.280	A	presses	compare (enabled)
31	4	28	153	1192.295	A	presses	next (enabled)
31	4	28	154	1199.132	A	presses	previous (enabled)
31	4	28	155	1199.507	A	presses	previous (enabled)
31	4	28	156	1200.465	A	presses	compare (enabled)
31	4	28	157	1200.475	A	presses	next (enabled)
31	4	28	158	1200.714	A	presses	compare (enabled)
31	4	28	159	1200.734	A	presses	next (enabled)
31	4	28	160	1225.503	A	presses	previous (enabled)
31	4	28	161	1225.698	A	presses	previous (enabled)
31	4	28	162	1227.072	A	presses	compare (enabled)
31	4	28	163	1227.103	A	presses	next (enabled)
31	4	28	164	1227.229	A	presses	compare (enabled)
31	4	28	165	1227.275	A	presses	next (enabled)
31	4	28	166	1227.282	B	adds	Interlaken-Neuchatel (5-7)
31	4	28	167	1229.858	A	presses	previous (enabled)
31	4	28	168	1230.041	A	presses	previous (enabled)
31	4	28	169	1231.063	A	presses	compare (enabled)
31	4	28	170	1231.079	A	presses	next (enabled)
31	4	28	171	1231.227	A	presses	compare (enabled)
31	4	28	172	1231.244	A	presses	next (enabled)
31	4	28	173	1234.391	A	presses	previous (enabled)
31	4	28	174	1234.527	A	presses	previous (enabled)
31	4	28	175	1235.428	A	presses	compare (enabled)
31	4	28	176	1235.481	A	presses	next (enabled)
31	4	28	177	1235.551	A	presses	compare (enabled)
31	4	28	178	1235.569	A	presses	next (enabled)
31	4	28	179	1244.743	A	presses	previous (enabled)
31	4	28	180	1244.935	A	presses	previous (enabled)
31	4	28	181	1245.821	A	presses	compare (enabled)
31	4	28	182	1245.835	A	presses	next (enabled)
31	4	28	183	1246.050	A	presses	compare (enabled)
31	4	28	184	1246.101	A	presses	next (enabled)
31	4	28	185	1248.587	A	presses	previous (enabled)
31	4	28	186	1248.757	A	presses	previous (enabled)
31	4	28	187	1250.373	A	presses	compare (enabled)
31	4	28	188	1250.415	A	presses	next (enabled)
31	4	28	189	1251.276	A	presses	previous (enabled)
31	4	28	190	1256.292	A	presses	compare (enabled)
31	4	28	191	1256.305	A	presses	next (enabled)
31	4	28	192	1256.479	A	presses	compare (enabled)
31	4	28	193	1256.494	A	presses	next (enabled)
31	4	28	194	1261.662	B	adds	Luzern-Bern (1-3)
31	4	29	195	1268.944	A	adds	Basel-Bern (0-3)
31	4	29	196	1290.101	A	presses	submit (enabled)
31	4	29	197	1290.144	T	submits	cost=23 (opt_cost=22)
31	4	29	198	1291.129	B	presses	submit (enabled)
31	4	29	199	1291.805	R	shows	up_left gesture
31	4	29	200	1291.805	R	shows	talking emotion
31	4	29	201	1291.926	R	says	you are away from the minimum by 1 francs. let's try again.
