team_no	attempt_no	turn_no	event_no	time	subject	verb	object
19	1	1	1	0.346	R	shows	observe gesture
19	1	1	2	0.422	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
19	1	1	3	34.208	B	presses	help (enabled)
19	1	1	4	36.967	B	presses	help (enabled)
19	1	1	5	48.240	A	adds	Basel-Bern (0-3)
19	1	1	6	53.536	R	shows	thinking gesture
19	1	1	7	53.556	R	says	hmm, i see.
19	1	1	8	58.619	A	removes	Basel-Bern (0-3)
19	1	2	9	98.536	R	shows	observe gesture
19	1	2	10	101.504	B	adds	Zermatt-Davos (4-9)
19	1	2	11	107.033	A	presses	help (enabled)
19	1	2	12	108.035	B	presses	help (enabled)
19	1	2	13	112.067	B	presses	help (enabled)
19	1	2	14	120.251	A	presses	help (enabled)
19	1	2	15	158.535	R	shows	thinking gesture
19	1	2	16	158.569	R	says	hmm, i see.
19	1	2	17	159.781	A	presses	help (enabled)
19	1	2	18	160.164	B	adds	Zermatt-Montreux (4-6)
19	1	3	19	172.158	A	adds	Montreux-Neuchatel (6-7)
19	1	3	20	176.146	A	adds	Basel-Neuchatel (0-7)
19	1	4	21	193.536	B	adds	Gallen-Davos (8-9)
19	1	4	22	209.481	A	presses	help (enabled)
19	1	4	23	236.189	B	adds	Zurich-Gallen (2-8)
19	1	5	24	255.381	A	adds	Basel-Zurich (0-2)
19	1	5	25	289.727	A	adds	Luzern-Zurich (1-2)
19	1	6	26	297.449	B	removes	Basel-Zurich (0-2)
19	1	6	27	312.316	B	adds	Luzern-Bern (1-3)
19	1	7	28	324.742	A	adds	Interlaken-Bern (5-3)
19	1	7	29	325.045	R	shows	observe gesture
19	1	7	30	337.875	A	adds	Basel-Bern (0-3)
19	1	8	31	373.607	B	adds	Luzern-Zermatt (1-4)
19	1	8	32	395.042	A	presses	submit (enabled)
19	1	8	33	395.270	T	submits	cost=31 (opt_cost=22)
19	1	8	34	395.512	R	shows	talking emotion
19	1	8	35	395.514	R	shows	up_left gesture
19	1	8	36	395.538	B	presses	submit (enabled)
19	1	8	37	395.574	R	says	you are not that far from the minimum; the difference is only 9 francs. i am sure you can do it.
19	1	8	38	404.428	R	shows	talking emotion
19	1	8	39	404.428	R	shows	point_front gesture
19	1	8	40	404.486	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
19	2	8	41	418.048	A	presses	compare (enabled)
19	2	8	42	421.217	B	presses	help (enabled)
19	2	8	43	424.538	B	presses	help (enabled)
19	2	8	44	426.892	A	presses	apply (enabled)
19	2	8	45	426.902	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	2	8	46	428.582	A	presses	apply (enabled)
19	2	8	47	428.592	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	2	8	48	430.126	A	presses	apply (enabled)
19	2	8	49	431.764	A	presses	apply (enabled)
19	2	8	50	431.774	A	loads	[(0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
19	2	8	51	432.515	A	presses	compare (enabled)
19	2	8	52	487.331	B	removes	Interlaken-Bern (5-3)
19	2	8	53	505.680	B	adds	Interlaken-Montreux (5-6)
19	2	9	54	518.965	A	removes	Luzern-Bern (1-3)
19	2	9	55	526.145	A	adds	Luzern-Bern (1-3)
19	2	10	56	553.580	B	adds	Zurich-Bern (2-3)
19	2	10	57	558.336	B	removes	Basel-Bern (0-3)
19	2	11	58	600.928	A	removes	Zurich-Bern (2-3)
19	2	11	59	620.613	A	removes	Luzern-Zurich (1-2)
19	2	12	60	625.486	B	adds	Zurich-Bern (2-3)
19	2	12	61	657.451	B	removes	Interlaken-Montreux (5-6)
19	2	13	62	660.045	A	adds	Interlaken-Neuchatel (5-7)
19	2	13	63	676.693	A	adds	Interlaken-Montreux (5-6)
19	2	14	64	681.088	A	presses	help (enabled)
19	2	14	65	686.020	A	presses	compare (enabled)
19	2	14	66	698.678	B	removes	Interlaken-Montreux (5-6)
19	2	14	67	737.299	A	presses	compare (enabled)
19	2	14	68	748.210	A	presses	compare (enabled)
19	2	14	69	748.477	A	presses	compare (enabled)
19	2	14	70	751.837	A	presses	submit (enabled)
19	2	14	71	754.618	T	submits	cost=28 (opt_cost=22)
19	2	14	72	755.048	R	shows	talking emotion
19	2	14	73	755.050	R	shows	up_left gesture
19	2	14	74	755.107	R	says	you are away from the minimum by 6 francs. let's try again.
19	2	14	75	755.130	B	presses	submit (enabled)
19	3	14	76	763.455	A	presses	compare (enabled)
19	3	14	77	764.997	A	presses	compare (enabled)
19	3	14	78	771.459	A	presses	help (enabled)
