team_no	attempt_no	turn_no	event_no	time	subject	verb	object
46	1	1	1	0.181	R	shows	observe gesture
46	1	1	2	0.277	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
46	1	1	3	48.654	B	presses	help (enabled)
46	1	1	4	51.780	A	presses	help (enabled)
46	1	1	5	53.730	R	shows	thinking gesture
46	1	1	6	53.734	R	says	hmm, i see.
46	1	1	7	54.191	B	presses	help (enabled)
46	1	1	8	98.786	R	shows	observe gesture
46	1	1	9	137.239	A	adds	Interlaken-Bern (5-3)
46	1	1	10	150.682	A	adds	Luzern-Bern (1-3)
46	1	2	11	158.792	R	shows	thinking gesture
46	1	2	12	158.795	R	says	hmm, i see.
46	1	2	13	161.431	B	adds	Luzern-Zermatt (1-4)
46	1	2	14	166.610	B	adds	Interlaken-Montreux (5-6)
46	1	3	15	228.199	A	adds	Basel-Bern (0-3)
46	1	3	16	243.107	A	adds	Basel-Neuchatel (0-7)
46	1	4	17	254.944	B	adds	Zurich-Bern (2-3)
46	1	4	18	278.804	R	shows	observe gesture
46	1	4	19	330.336	B	adds	Zurich-Gallen (2-8)
46	1	5	20	336.645	A	adds	Zermatt-Davos (4-9)
46	1	5	21	340.113	R	shows	observe gesture
46	1	5	22	358.888	A	removes	Zermatt-Davos (4-9)
46	1	6	23	377.460	B	adds	Gallen-Davos (8-9)
46	1	6	24	378.860	B	presses	submit (enabled)
46	1	6	25	420.458	B	presses	submit (enabled)
46	1	6	26	431.167	B	adds	Zermatt-Montreux (4-6)
46	1	7	27	528.579	A	removes	Luzern-Zermatt (1-4)
46	1	7	28	531.762	A	adds	Luzern-Davos (1-9)
46	1	8	29	557.384	B	adds	Zermatt-Interlaken (4-5)
46	1	8	30	561.584	B	removes	Zermatt-Interlaken (4-5)
46	1	9	31	569.106	A	adds	Montreux-Neuchatel (6-7)
46	1	9	32	577.208	A	removes	Interlaken-Montreux (5-6)
46	1	10	33	593.730	B	removes	Interlaken-Bern (5-3)
46	1	10	34	629.539	B	adds	Zermatt-Interlaken (4-5)
46	1	11	35	661.067	A	adds	Interlaken-Neuchatel (5-7)
46	1	11	36	665.183	A	removes	Interlaken-Neuchatel (5-7)
46	1	12	37	737.812	A	presses	submit (enabled)
46	1	12	38	737.851	T	submits	cost=27 (opt_cost=22)
46	1	12	39	738.454	B	presses	submit (enabled)
46	1	12	40	741.296	R	shows	talking emotion
46	1	12	41	741.296	R	shows	up_left gesture
46	1	12	42	741.386	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
46	1	12	43	750.252	R	shows	talking emotion
46	1	12	44	750.253	R	shows	point_front gesture
46	1	12	45	750.295	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
46	2	12	46	761.516	A	presses	compare (enabled)
46	2	12	47	761.915	A	presses	compare (enabled)
46	2	12	48	765.104	B	presses	help (enabled)
46	2	12	49	765.772	A	presses	compare (enabled)
46	2	12	50	771.070	B	presses	help (enabled)
46	2	12	51	780.191	A	presses	compare (enabled)
46	2	12	52	811.787	B	adds	Gallen-Davos (8-9)
46	2	12	53	829.650	B	adds	Zurich-Gallen (2-8)
46	2	13	54	831.620	B	presses	compare (enabled)
46	2	13	55	862.236	A	adds	Luzern-Zurich (1-2)
46	2	13	56	869.369	A	adds	Luzern-Interlaken (1-5)
46	2	14	57	879.021	B	removes	Luzern-Interlaken (1-5)
46	2	14	58	884.631	B	adds	Luzern-Zermatt (1-4)
46	2	15	59	886.930	A	adds	Luzern-Bern (1-3)
46	2	15	60	922.652	A	removes	Luzern-Bern (1-3)
46	2	16	61	935.019	B	adds	Zermatt-Montreux (4-6)
46	2	16	62	964.179	B	adds	Basel-Zurich (0-2)
46	2	17	63	972.735	A	removes	Basel-Zurich (0-2)
46	2	17	64	988.170	A	adds	Montreux-Neuchatel (6-7)
46	2	18	65	1052.134	B	adds	Basel-Neuchatel (0-7)
46	2	18	66	1058.397	B	adds	Basel-Bern (0-3)
46	2	19	67	1090.680	A	adds	Zermatt-Interlaken (4-5)
46	2	19	68	1122.926	A	removes	Basel-Bern (0-3)
46	2	20	69	1202.598	B	adds	Luzern-Bern (1-3)
46	2	20	70	1210.130	B	removes	Basel-Neuchatel (0-7)
46	2	21	71	1217.219	A	adds	Basel-Bern (0-3)
46	2	21	72	1227.754	A	removes	Basel-Bern (0-3)
46	2	22	73	1238.801	R	shows	observe gesture
46	2	22	74	1238.820	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!
46	2	22	75	1281.894	B	adds	Zermatt-Davos (4-9)
46	2	22	76	1286.730	B	removes	Zermatt-Davos (4-9)
46	2	23	77	1289.247	B	presses	compare (enabled)
46	2	23	78	1302.450	B	presses	compare (enabled)
46	2	23	79	1318.920	A	adds	Interlaken-Neuchatel (5-7)
46	2	23	80	1336.820	A	removes	Interlaken-Neuchatel (5-7)
