team_no	attempt_no	turn_no	event_no	time	subject	verb	object
39	1	1	1	0.236	R	shows	observe gesture
39	1	1	2	0.321	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
39	1	1	3	54.045	R	shows	thinking gesture
39	1	1	4	54.048	R	says	hmm, i see.
39	1	1	5	70.258	A	adds	Zermatt-Davos (4-9)
39	1	1	6	76.067	A	presses	help (enabled)
39	1	1	7	81.937	B	presses	help (enabled)
39	1	1	8	99.102	R	shows	observe gesture
39	1	1	9	159.107	R	shows	thinking gesture
39	1	1	10	159.110	R	says	hmm, i see.
39	1	1	11	171.356	A	adds	Gallen-Davos (8-9)
39	1	2	12	191.902	B	adds	Zurich-Gallen (2-8)
39	1	2	13	222.112	B	adds	Luzern-Zurich (1-2)
39	1	3	14	226.776	A	adds	Luzern-Interlaken (1-5)
39	1	3	15	232.017	A	adds	Interlaken-Bern (5-3)
39	1	4	16	246.756	B	adds	Basel-Bern (0-3)
39	1	4	17	253.365	B	adds	Basel-Neuchatel (0-7)
39	1	5	18	256.943	A	adds	Montreux-Neuchatel (6-7)
39	1	5	19	259.233	R	shows	observe gesture
39	1	5	20	271.362	A	adds	Zermatt-Montreux (4-6)
39	1	6	21	279.120	R	shows	observe gesture
39	1	6	22	303.564	A	presses	submit (enabled)
39	1	6	23	304.040	T	submits	cost=29 (opt_cost=22)
39	1	6	24	305.989	B	presses	submit (enabled)
39	1	6	25	306.300	R	shows	talking emotion
39	1	6	26	306.302	R	shows	up_left gesture
39	1	6	27	306.389	R	says	you are away from the minimum by 7 francs. let's try again.
39	1	6	28	312.604	R	shows	talking emotion
39	1	6	29	312.604	R	shows	point_front gesture
39	1	6	30	312.608	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
39	2	6	31	324.370	A	presses	compare (enabled)
39	2	6	32	370.356	A	presses	apply (enabled)
39	2	6	33	370.366	A	loads	[(0, 3), (0, 7), (1, 2), (1, 5), (2, 8), (4, 6), (4, 9), (5, 3), (6, 7), (8, 9)]
39	2	6	34	437.067	B	removes	Zermatt-Davos (4-9)
39	2	6	35	446.869	B	removes	Zermatt-Montreux (4-6)
39	2	7	36	451.809	A	adds	Zermatt-Montreux (4-6)
39	2	7	37	454.572	A	adds	Zermatt-Davos (4-9)
39	2	8	38	459.030	R	shows	observe gesture
39	2	8	39	481.889	B	removes	Gallen-Davos (8-9)
39	2	8	40	487.664	B	removes	Zurich-Gallen (2-8)
39	2	9	41	499.090	A	removes	Zermatt-Davos (4-9)
39	2	9	42	502.224	A	removes	Zermatt-Montreux (4-6)
39	2	10	43	512.998	B	removes	Luzern-Zurich (1-2)
39	2	10	44	516.940	B	removes	Luzern-Interlaken (1-5)
39	2	11	45	519.028	A	removes	Montreux-Neuchatel (6-7)
39	2	11	46	520.992	A	removes	Basel-Neuchatel (0-7)
39	2	12	47	558.791	B	adds	Basel-Zurich (0-2)
39	2	12	48	568.738	B	adds	Zurich-Gallen (2-8)
39	2	13	49	574.592	A	adds	Gallen-Davos (8-9)
39	2	13	50	582.185	A	adds	Luzern-Davos (1-9)
39	2	14	51	591.518	B	adds	Luzern-Zermatt (1-4)
39	2	14	52	599.346	B	adds	Zermatt-Montreux (4-6)
39	2	15	53	603.401	A	adds	Zermatt-Davos (4-9)
39	2	15	54	606.587	A	adds	Zurich-Davos (2-9)
39	2	16	55	622.720	B	adds	Interlaken-Neuchatel (5-7)
39	2	16	56	631.966	B	adds	Montreux-Neuchatel (6-7)
39	2	17	57	636.443	A	adds	Luzern-Zurich (1-2)
39	2	17	58	639.699	A	adds	Luzern-Interlaken (1-5)
39	2	18	59	648.794	B	adds	Basel-Neuchatel (0-7)
39	2	18	60	664.498	B	adds	Interlaken-Montreux (5-6)
39	2	19	61	665.489	A	removes	Zurich-Davos (2-9)
39	2	19	62	676.469	A	presses	submit (enabled)
39	2	19	63	676.890	T	submits	cost=47 (opt_cost=22)
39	2	19	64	678.829	B	presses	submit (enabled)
39	2	19	65	679.112	R	shows	talking emotion
39	2	19	66	679.114	R	shows	up_left gesture
39	2	19	67	679.204	R	says	you are away from the minimum by 25 francs. let's try again.
39	3	19	68	697.972	A	adds	Zermatt-Montreux (4-6)
