team_no	attempt_no	turn_no	event_no	time	subject	verb	object
37	1	1	1	0.210	R	shows	observe gesture
37	1	1	2	0.297	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
37	1	1	3	54.111	R	shows	thinking gesture
37	1	1	4	54.117	R	says	hmm, i see.
37	1	1	5	56.225	A	presses	help (enabled)
37	1	1	6	60.795	B	presses	help (enabled)
37	1	1	7	97.318	A	adds	Interlaken-Montreux (5-6)
37	1	1	8	98.622	A	adds	Interlaken-Neuchatel (5-7)
37	1	2	9	98.987	R	shows	observe gesture
37	1	2	10	107.594	B	adds	Basel-Neuchatel (0-7)
37	1	2	11	114.524	B	adds	Basel-Bern (0-3)
37	1	3	12	124.003	A	adds	Zurich-Bern (2-3)
37	1	3	13	127.317	A	adds	Zurich-Gallen (2-8)
37	1	4	14	134.676	B	adds	Gallen-Davos (8-9)
37	1	4	15	139.610	A	presses	help (enabled)
37	1	4	16	144.387	B	adds	Zermatt-Davos (4-9)
37	1	5	17	148.050	A	adds	Luzern-Zermatt (1-4)
37	1	5	18	151.458	R	shows	observe gesture
37	1	5	19	158.998	R	shows	thinking gesture
37	1	5	20	159.011	R	says	hmm, i see.
37	1	5	21	169.136	A	presses	submit (enabled)
37	1	5	22	171.347	T	submits	cost=28 (opt_cost=22)
37	1	5	23	173.342	B	presses	submit (enabled)
37	1	5	24	173.586	R	shows	talking emotion
37	1	5	25	173.589	R	shows	up_left gesture
37	1	5	26	173.674	R	says	you are not that far from the minimum; the difference is only 6 francs. i am sure you can do it.
37	1	5	27	182.589	R	shows	talking emotion
37	1	5	28	182.591	R	shows	point_front gesture
37	1	5	29	182.673	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
37	2	5	30	191.245	A	presses	help (enabled)
37	2	5	31	197.740	A	presses	help (enabled)
37	2	5	32	198.331	A	presses	help (enabled)
37	2	5	33	200.375	B	presses	compare (enabled)
37	2	5	34	213.960	A	adds	Zermatt-Montreux (4-6)
37	2	5	35	215.286	A	adds	Zermatt-Davos (4-9)
37	2	6	36	226.824	A	presses	compare (enabled)
37	2	6	37	236.129	B	adds	Gallen-Davos (8-9)
37	2	6	38	245.416	B	adds	Zurich-Gallen (2-8)
37	2	7	39	257.645	A	adds	Luzern-Zurich (1-2)
37	2	7	40	259.993	B	presses	apply (enabled)
37	2	7	41	260.003	B	loads	[(0, 3), (0, 7), (1, 2), (1, 4), (2, 3), (2, 8), (4, 6), (4, 9), (5, 6), (5, 7), (8, 9)]
37	2	7	42	262.204	A	adds	Luzern-Zurich (1-2)
37	2	8	43	266.375	B	presses	compare (enabled)
37	2	8	44	281.582	A	removes	Interlaken-Montreux (5-6)
37	2	9	45	289.997	B	adds	Interlaken-Montreux (5-6)
37	2	9	46	311.404	B	adds	Zermatt-Montreux (4-6)
37	2	10	47	312.929	A	removes	Interlaken-Montreux (5-6)
37	2	10	48	321.817	A	removes	Luzern-Zurich (1-2)
37	2	11	49	358.133	A	presses	compare (enabled)
37	2	11	50	364.851	B	removes	Zermatt-Montreux (4-6)
