team_no	attempt_no	turn_no	event_no	time	subject	verb	object
23	1	1	1	0.217	R	shows	observe gesture
23	1	1	2	0.302	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
23	1	1	3	34.489	B	presses	help (enabled)
23	1	1	4	36.357	B	presses	help (enabled)
23	1	1	5	40.875	A	adds	Luzern-Bern (1-3)
23	1	1	6	42.218	B	presses	submit (disabled)
23	1	1	7	42.642	A	adds	Luzern-Zermatt (1-4)
23	1	2	8	51.468	B	adds	Zermatt-Davos (4-9)
23	1	2	9	53.594	R	shows	thinking gesture
23	1	2	10	53.605	R	says	hmm, i see.
23	1	2	11	54.902	B	adds	Basel-Bern (0-3)
23	1	3	12	57.601	A	adds	Zurich-Bern (2-3)
23	1	3	13	60.538	A	adds	Zurich-Gallen (2-8)
23	1	4	14	68.223	B	adds	Basel-Neuchatel (0-7)
23	1	4	15	78.793	B	adds	Zurich-Davos (2-9)
23	1	5	16	81.940	A	adds	Interlaken-Neuchatel (5-7)
23	1	5	17	86.248	A	adds	Interlaken-Montreux (5-6)
23	1	6	18	87.012	R	shows	observe gesture
23	1	6	19	90.784	B	adds	Zermatt-Interlaken (4-5)
23	1	6	20	96.462	B	adds	Montreux-Neuchatel (6-7)
23	1	7	21	98.221	A	presses	submit (enabled)
23	1	7	22	145.189	A	presses	submit (selected)
23	1	7	23	146.278	A	presses	submit (enabled)
23	1	7	24	149.979	T	submits	cost=37 (opt_cost=22)
23	1	7	25	150.491	B	presses	submit (enabled)
23	1	7	26	150.885	R	shows	talking emotion
23	1	7	27	150.885	R	shows	up_left gesture
23	1	7	28	150.960	R	says	you are not that far from the minimum; the difference is only 15 francs. i am sure you can do it.
23	1	7	29	158.679	R	shows	thinking gesture
23	1	7	30	158.685	R	says	hmm, i see.
23	1	7	31	160.142	R	shows	talking emotion
23	1	7	32	160.142	R	shows	point_front gesture
23	1	7	33	160.231	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
23	2	7	34	175.184	B	presses	compare (enabled)
23	2	7	35	181.900	A	adds	Zermatt-Davos (4-9)
23	2	7	36	183.524	A	adds	Luzern-Zermatt (1-4)
23	2	8	37	189.630	A	presses	compare (enabled)
23	2	8	38	202.687	B	removes	Zermatt-Davos (4-9)
23	2	8	39	207.189	B	adds	Zermatt-Davos (4-9)
23	2	9	40	216.065	A	adds	Luzern-Bern (1-3)
23	2	9	41	218.910	A	adds	Zurich-Bern (2-3)
23	2	10	42	236.651	B	adds	Neuchatel-Bern (7-3)
23	2	10	43	239.397	B	adds	Basel-Neuchatel (0-7)
23	2	11	44	247.061	B	presses	apply (enabled)
23	2	11	45	247.071	B	loads	[(0, 3), (0, 7), (1, 3), (1, 4), (2, 3), (2, 8), (2, 9), (4, 5), (4, 9), (5, 6), (5, 7), (6, 7), (7, 3)]
23	2	11	46	248.657	B	presses	compare (enabled)
23	2	11	47	251.867	A	removes	Montreux-Neuchatel (6-7)
23	2	11	48	255.514	A	removes	Zermatt-Interlaken (4-5)
23	2	12	49	259.953	B	adds	Interlaken-Bern (5-3)
23	2	12	50	261.964	B	adds	Luzern-Interlaken (1-5)
23	2	13	51	265.068	A	removes	Zurich-Davos (2-9)
23	2	13	52	275.431	A	removes	Luzern-Interlaken (1-5)
23	2	14	53	278.630	R	shows	observe gesture
23	2	14	54	279.728	B	adds	Zermatt-Interlaken (4-5)
23	2	14	55	281.695	B	adds	Zermatt-Montreux (4-6)
23	2	15	56	285.489	A	removes	Zermatt-Montreux (4-6)
23	2	15	57	287.016	A	removes	Zermatt-Interlaken (4-5)
23	2	16	58	297.963	B	adds	Neuchatel-Bern (7-3)
23	2	16	59	304.939	B	adds	Gallen-Davos (8-9)
23	2	17	60	312.783	B	presses	compare (enabled)
23	2	17	61	315.152	B	presses	help (enabled)
23	2	17	62	317.636	A	presses	help (enabled)
23	2	17	63	335.900	A	removes	Neuchatel-Bern (7-3)
23	2	17	64	339.240	A	removes	Gallen-Davos (8-9)
23	2	18	65	347.222	B	adds	Luzern-Interlaken (1-5)
23	2	18	66	351.122	B	adds	Zermatt-Montreux (4-6)
23	2	19	67	354.984	A	removes	Luzern-Interlaken (1-5)
23	2	19	68	355.881	A	presses	submit (enabled)
23	2	19	69	367.747	T	submits	cost=35 (opt_cost=22)
23	2	19	70	368.290	B	presses	submit (enabled)
23	2	19	71	368.512	R	shows	talking emotion
23	2	19	72	368.514	R	shows	up_left gesture
23	2	19	73	368.598	R	says	you are away from the minimum by 13 francs. let's try again.
23	3	19	74	379.799	A	adds	Luzern-Zermatt (1-4)
23	3	19	75	383.391	A	adds	Luzern-Bern (1-3)
23	3	20	76	400.837	B	adds	Zurich-Bern (2-3)
23	3	20	77	409.269	B	adds	Zurich-Gallen (2-8)
23	3	21	78	412.298	A	adds	Gallen-Davos (8-9)
23	3	21	79	415.518	B	presses	apply (enabled)
23	3	21	80	418.376	A	adds	Basel-Bern (0-3)
23	3	22	81	426.420	B	adds	Basel-Neuchatel (0-7)
23	3	22	82	435.105	B	adds	Interlaken-Neuchatel (5-7)
23	3	23	83	437.178	A	adds	Interlaken-Montreux (5-6)
23	3	23	84	439.674	A	presses	submit (enabled)
23	3	23	85	444.785	T	submits	cost=28 (opt_cost=22)
23	3	23	86	445.285	B	presses	submit (enabled)
23	3	23	87	445.636	R	shows	talking emotion
23	3	23	88	445.638	R	shows	up_left gesture
23	3	23	89	445.807	R	says	you are away from the minimum by 6 francs. let's try again.
23	3	23	90	458.674	R	shows	observe gesture
23	4	23	91	458.902	B	presses	help (enabled)
23	4	23	92	465.301	B	presses	previous (enabled)
23	4	23	93	466.118	B	presses	previous (enabled)
23	4	23	94	467.053	B	presses	previous (enabled)
23	4	23	95	472.601	B	presses	compare (enabled)
23	4	23	96	474.508	A	adds	Gallen-Davos (8-9)
23	4	23	97	480.744	A	adds	Zurich-Gallen (2-8)
23	4	24	98	488.585	B	adds	Basel-Zurich (0-2)
23	4	24	99	497.959	B	adds	Basel-Bern (0-3)
23	4	25	100	500.249	A	adds	Luzern-Bern (1-3)
23	4	25	101	502.011	A	adds	Luzern-Zermatt (1-4)
23	4	26	102	516.118	B	adds	Basel-Neuchatel (0-7)
23	4	26	103	521.968	B	adds	Interlaken-Neuchatel (5-7)
23	4	27	104	525.476	A	adds	Interlaken-Montreux (5-6)
23	4	27	105	528.023	B	presses	previous (enabled)
23	4	27	106	529.065	A	presses	submit (enabled)
23	4	27	107	530.075	T	submits	cost=30 (opt_cost=22)
23	4	27	108	530.601	B	presses	submit (enabled)
23	4	27	109	530.981	R	shows	talking emotion
23	4	27	110	530.981	R	shows	up_left gesture
23	4	27	111	531.076	R	says	you are not that far from the minimum; the difference is only 8 francs. i am sure you can do it.
23	5	27	112	571.340	A	adds	Zermatt-Davos (4-9)
23	5	27	113	572.234	B	presses	apply (enabled)
23	5	27	114	578.722	R	shows	thinking gesture
23	5	27	115	578.725	R	says	hmm, i see.
23	5	27	116	594.308	A	adds	Luzern-Zermatt (1-4)
23	5	28	117	613.250	B	adds	Luzern-Bern (1-3)
23	5	28	118	615.192	B	adds	Zurich-Bern (2-3)
23	5	29	119	617.541	A	adds	Zurich-Gallen (2-8)
23	5	29	120	620.053	A	adds	Basel-Bern (0-3)
23	5	30	121	631.334	B	removes	Basel-Bern (0-3)
23	5	30	122	634.477	B	adds	Interlaken-Bern (5-3)
23	5	31	123	640.313	A	adds	Basel-Bern (0-3)
23	5	31	124	643.074	A	adds	Interlaken-Neuchatel (5-7)
23	5	32	125	648.833	B	adds	Interlaken-Montreux (5-6)
23	5	32	126	657.299	B	presses	submit (enabled)
23	5	32	127	658.070	A	presses	submit (enabled)
23	5	32	128	658.147	T	submits	cost=29 (opt_cost=22)
23	5	32	129	659.268	A	presses	submit (enabled)
23	5	32	130	659.572	A	presses	submit (enabled)
