team_no	attempt_no	turn_no	event_no	time	subject	verb	object
11	1	1	1	0.371	R	shows	observe gesture
11	1	1	2	0.452	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
11	1	1	3	54.193	R	shows	thinking gesture
11	1	1	4	54.241	R	says	hmm, i see.
11	1	1	5	72.234	A	adds	Basel-Bern (0-3)
11	1	1	6	90.995	A	adds	Basel-Neuchatel (0-7)
11	1	2	7	96.337	A	presses	submit (disabled)
11	1	2	8	99.192	R	shows	observe gesture
11	1	2	9	99.685	B	adds	Montreux-Neuchatel (6-7)
11	1	2	10	105.628	B	adds	Interlaken-Montreux (5-6)
11	1	3	11	133.335	A	adds	Zermatt-Interlaken (4-5)
11	1	3	12	136.889	A	adds	Zermatt-Davos (4-9)
11	1	4	13	159.192	R	shows	thinking gesture
11	1	4	14	159.207	R	says	hmm, i see.
11	1	4	15	163.351	B	adds	Luzern-Davos (1-9)
11	1	4	16	164.680	B	adds	Luzern-Bern (1-3)
11	1	5	17	169.583	A	adds	Gallen-Davos (8-9)
11	1	5	18	171.610	A	adds	Zurich-Gallen (2-8)
11	1	6	19	171.792	R	shows	observe gesture
11	1	6	20	177.244	A	presses	submit (enabled)
11	1	6	21	179.686	B	adds	Zurich-Bern (2-3)
11	1	6	22	184.384	B	adds	Interlaken-Bern (5-3)
11	1	7	23	191.701	B	presses	submit (enabled)
11	1	7	24	200.087	A	adds	Zurich-Davos (2-9)
11	1	7	25	202.729	A	adds	Luzern-Zermatt (1-4)
11	1	8	26	209.506	B	adds	Interlaken-Neuchatel (5-7)
11	1	8	27	216.074	B	adds	Neuchatel-Bern (7-3)
11	1	9	28	221.288	A	adds	Zermatt-Montreux (4-6)
11	1	9	29	223.280	A	adds	Luzern-Zurich (1-2)
11	1	10	30	226.422	B	adds	Basel-Zurich (0-2)
11	1	10	31	233.877	B	adds	Luzern-Interlaken (1-5)
11	1	11	32	244.722	A	presses	submit (enabled)
11	1	11	33	248.117	T	submits	cost=64 (opt_cost=22)
11	1	11	34	248.282	R	shows	talking emotion
11	1	11	35	248.283	R	shows	up_left gesture
11	1	11	36	248.393	R	says	you are away from the minimum by 42 francs. let's try again.
11	1	11	37	248.415	B	presses	submit (enabled)
11	1	11	38	254.955	R	shows	talking emotion
11	1	11	39	254.956	R	shows	point_front gesture
11	1	11	40	255.052	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
11	2	11	41	267.131	B	presses	compare (enabled)
11	2	11	42	270.498	B	presses	apply (enabled)
11	2	11	43	270.508	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (7, 3), (8, 9)]
11	2	11	44	272.159	B	presses	apply (enabled)
11	2	11	45	272.169	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (7, 3), (8, 9)]
11	2	11	46	274.007	B	presses	compare (enabled)
11	2	11	47	274.339	B	presses	apply (enabled)
11	2	11	48	274.349	B	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (7, 3), (8, 9)]
11	2	11	49	279.192	R	shows	observe gesture
11	2	11	50	280.800	B	presses	compare (enabled)
11	2	11	51	283.422	A	removes	Zermatt-Davos (4-9)
11	2	11	52	284.320	B	presses	compare (enabled)
11	2	11	53	288.708	A	adds	Zermatt-Davos (4-9)
11	2	12	54	291.265	A	presses	compare (enabled)
11	2	12	55	294.795	B	removes	Luzern-Zermatt (1-4)
11	2	12	56	299.240	A	presses	apply (enabled)
