team_no	attempt_no	turn_no	event_no	time	subject	verb	object
14	1	1	1	0.188	R	shows	observe gesture
14	1	1	2	0.279	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
14	1	1	3	44.756	A	adds	Basel-Zurich (0-2)
14	1	1	4	48.506	A	adds	Zurich-Gallen (2-8)
14	1	2	5	53.944	R	shows	thinking gesture
14	1	2	6	54.069	R	says	hmm, i see.
14	1	2	7	61.774	B	adds	Basel-Neuchatel (0-7)
14	1	2	8	69.424	B	adds	Interlaken-Neuchatel (5-7)
14	1	3	9	73.725	A	adds	Interlaken-Bern (5-3)
14	1	3	10	80.206	A	adds	Luzern-Bern (1-3)
14	1	4	11	86.810	B	adds	Interlaken-Montreux (5-6)
14	1	4	12	93.144	B	adds	Zermatt-Montreux (4-6)
14	1	5	13	95.132	A	adds	Luzern-Zermatt (1-4)
14	1	5	14	98.636	A	adds	Luzern-Davos (1-9)
14	1	6	15	98.923	R	shows	observe gesture
14	1	6	16	98.943	R	shows	observe gesture
14	1	6	17	111.744	A	presses	help (enabled)
14	1	6	18	116.102	B	adds	Zermatt-Davos (4-9)
14	1	6	19	122.644	B	adds	Zurich-Bern (2-3)
14	1	7	20	133.761	A	adds	Montreux-Neuchatel (6-7)
14	1	7	21	177.115	A	presses	submit (enabled)
14	1	7	22	177.408	T	submits	cost=42 (opt_cost=22)
14	1	7	23	178.018	R	shows	talking emotion
14	1	7	24	178.019	R	shows	up_left gesture
14	1	7	25	178.148	R	says	you are away from the minimum by 20 francs. let's try again.
14	1	7	26	179.603	B	presses	submit (enabled)
14	1	7	27	184.241	R	shows	talking emotion
14	1	7	28	184.245	R	shows	point_front gesture
14	1	7	29	184.349	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
14	2	7	30	215.322	A	adds	Basel-Bern (0-3)
14	2	7	31	242.529	A	adds	Interlaken-Bern (5-3)
14	2	8	32	254.439	B	adds	Luzern-Bern (1-3)
14	2	8	33	258.503	B	adds	Zurich-Bern (2-3)
14	2	9	34	266.902	A	adds	Interlaken-Montreux (5-6)
14	2	9	35	292.041	A	adds	Luzern-Zermatt (1-4)
14	2	10	36	315.360	A	presses	compare (enabled)
14	2	10	37	320.132	B	adds	Luzern-Davos (1-9)
14	2	10	38	325.762	A	presses	compare (enabled)
14	2	10	39	340.687	A	presses	compare (enabled)
14	2	10	40	341.747	A	presses	apply (enabled)
14	2	10	41	341.757	A	loads	[(0, 2), (0, 3), (0, 7), (1, 3), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7)]
14	2	10	42	342.868	A	presses	apply (enabled)
14	2	10	43	352.188	B	adds	Luzern-Zurich (1-2)
14	2	11	44	356.861	A	presses	submit (enabled)
14	2	11	45	361.683	B	adds	Zermatt-Interlaken (4-5)
14	2	11	46	371.330	A	presses	submit (enabled)
14	2	12	47	385.841	A	removes	Montreux-Neuchatel (6-7)
14	2	12	48	391.049	A	removes	Zermatt-Montreux (4-6)
14	2	13	49	400.066	B	adds	Basel-Bern (0-3)
14	2	13	50	403.969	B	removes	Basel-Bern (0-3)
