team_no	attempt_no	turn_no	event_no	time	subject	verb	object
21	1	1	1	0.336	R	shows	observe gesture
21	1	1	2	0.413	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
21	1	1	3	43.121	A	adds	Zermatt-Montreux (4-6)
21	1	1	4	46.526	A	adds	Zermatt-Davos (4-9)
21	1	2	5	53.733	R	shows	thinking gesture
21	1	2	6	53.777	R	says	hmm, i see.
21	1	2	7	98.733	R	shows	observe gesture
21	1	2	8	105.467	B	adds	Zermatt-Interlaken (4-5)
21	1	2	9	117.119	B	adds	Interlaken-Neuchatel (5-7)
21	1	3	10	128.673	A	presses	help (enabled)
21	1	3	11	128.731	B	presses	help (enabled)
21	1	3	12	180.591	A	adds	Luzern-Zermatt (1-4)
21	1	3	13	196.161	A	adds	Luzern-Zurich (1-2)
21	1	4	14	207.166	B	adds	Montreux-Neuchatel (6-7)
21	1	4	15	209.208	B	adds	Interlaken-Montreux (5-6)
21	1	5	16	216.506	A	adds	Luzern-Interlaken (1-5)
21	1	5	17	219.239	A	adds	Luzern-Bern (1-3)
21	1	6	18	236.202	B	adds	Interlaken-Bern (5-3)
21	1	6	19	248.485	B	adds	Zurich-Gallen (2-8)
21	1	7	20	265.897	A	adds	Basel-Bern (0-3)
21	1	7	21	266.258	R	shows	observe gesture
21	1	7	22	278.733	R	shows	observe gesture
21	1	7	23	281.114	B	presses	submit (enabled)
21	1	7	24	281.332	A	adds	Basel-Neuchatel (0-7)
21	1	8	25	296.110	B	adds	Gallen-Davos (8-9)
21	1	8	26	301.956	B	adds	Zurich-Davos (2-9)
21	1	9	27	306.137	A	adds	Zurich-Bern (2-3)
21	1	9	28	307.942	B	presses	submit (enabled)
21	1	9	29	308.200	A	adds	Basel-Zurich (0-2)
21	1	10	30	313.923	B	adds	Luzern-Davos (1-9)
21	1	10	31	326.475	A	presses	submit (enabled)
21	1	10	32	327.184	B	presses	submit (enabled)
21	1	10	33	327.215	T	submits	cost=59 (opt_cost=22)
21	1	10	34	327.420	R	shows	talking emotion
21	1	10	35	327.421	R	shows	up_left gesture
21	1	10	36	327.597	R	says	you are not that far from the minimum; the difference is only 37 francs. i am sure you can do it.
21	1	10	37	336.727	R	shows	talking emotion
21	1	10	38	336.728	R	shows	point_front gesture
21	1	10	39	336.859	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
21	2	10	40	351.043	A	presses	help (enabled)
21	2	10	41	352.268	A	presses	help (enabled)
21	2	10	42	354.607	A	presses	compare (enabled)
21	2	10	43	423.428	A	presses	apply (enabled)
21	2	10	44	423.438	A	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (8, 9)]
21	2	10	45	424.332	A	presses	apply (enabled)
21	2	10	46	425.195	A	presses	apply (enabled)
21	2	10	47	426.846	A	presses	apply (enabled)
21	2	10	48	426.856	A	loads	[(0, 2), (0, 3), (0, 7), (1, 2), (1, 3), (1, 4), (1, 5), (1, 9), (2, 3), (2, 8), (2, 9), (4, 5), (4, 6), (4, 9), (5, 3), (5, 6), (5, 7), (6, 7), (8, 9)]
21	2	10	49	428.033	A	presses	apply (enabled)
21	2	10	50	430.069	A	presses	apply (enabled)
