team_no	attempt_no	turn_no	event_no	time	subject	verb	object
9	1	1	1	0.226	R	shows	observe gesture
9	1	1	2	0.309	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
9	1	1	3	53.741	R	shows	thinking gesture
9	1	1	4	53.746	R	says	hmm, i see.
9	1	1	5	65.809	B	presses	help (enabled)
9	1	1	6	66.276	B	presses	help (enabled)
9	1	1	7	66.942	B	presses	help (enabled)
9	1	1	8	93.176	B	presses	help (enabled)
9	1	1	9	98.798	R	shows	observe gesture
9	1	1	10	127.025	B	presses	help (enabled)
9	1	1	11	127.366	A	presses	help (enabled)
9	1	1	12	158.907	R	shows	thinking gesture
9	1	1	13	158.907	R	says	hmm, i see.
9	1	1	14	176.906	A	adds	Interlaken-Montreux (5-6)
9	1	1	15	183.600	A	removes	Interlaken-Montreux (5-6)
9	1	2	16	191.808	B	adds	Zermatt-Montreux (4-6)
9	1	2	17	204.285	B	adds	Luzern-Zermatt (1-4)
9	1	3	18	217.946	A	adds	Luzern-Bern (1-3)
9	1	3	19	250.303	A	removes	Luzern-Bern (1-3)
9	1	4	20	254.575	B	adds	Luzern-Davos (1-9)
9	1	4	21	278.715	R	shows	observe gesture
9	1	4	22	342.568	B	adds	Gallen-Davos (8-9)
9	1	5	23	485.765	A	adds	Zurich-Gallen (2-8)
9	1	5	24	510.572	A	adds	Zurich-Bern (2-3)
9	1	6	25	547.707	B	adds	Interlaken-Montreux (5-6)
9	1	6	26	561.738	B	adds	Interlaken-Neuchatel (5-7)
9	1	7	27	591.670	A	adds	Basel-Neuchatel (0-7)
9	1	7	28	591.888	R	shows	observe gesture
9	1	7	29	632.250	A	removes	Basel-Neuchatel (0-7)
9	1	8	30	636.789	B	removes	Interlaken-Neuchatel (5-7)
9	1	8	31	651.007	B	adds	Interlaken-Neuchatel (5-7)
9	1	9	32	691.010	A	adds	Neuchatel-Bern (7-3)
9	1	9	33	719.554	A	removes	Neuchatel-Bern (7-3)
9	1	10	34	723.773	B	adds	Basel-Neuchatel (0-7)
9	1	10	35	743.436	B	adds	Basel-Bern (0-3)
9	1	11	36	751.356	B	presses	submit (enabled)
9	1	11	37	751.865	A	presses	submit (enabled)
9	1	11	38	751.902	T	submits	cost=30 (opt_cost=22)
9	1	11	39	752.192	R	shows	talking emotion
9	1	11	40	752.192	R	shows	up_left gesture
9	1	11	41	752.303	R	says	you are away from the minimum by 8 francs. let's try again.
9	1	11	42	758.671	R	shows	talking emotion
9	1	11	43	758.671	R	shows	point_front gesture
9	1	11	44	758.740	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
9	2	11	45	771.056	B	presses	compare (enabled)
9	2	11	46	774.056	B	presses	apply (enabled)
9	2	11	47	774.066	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	2	11	48	775.306	B	presses	apply (enabled)
9	2	11	49	775.316	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	2	11	50	857.822	B	presses	compare (enabled)
9	2	11	51	858.322	B	presses	apply (enabled)
9	2	11	52	858.332	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	2	11	53	860.472	B	presses	apply (enabled)
9	2	11	54	860.482	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 6), (5, 7), (8, 9)]
9	2	11	55	860.778	B	presses	apply (enabled)
9	2	11	56	860.842	B	presses	apply (enabled)
9	2	11	57	861.055	B	presses	apply (enabled)
9	2	11	58	861.288	B	presses	apply (enabled)
9	2	11	59	898.975	A	removes	Zermatt-Montreux (4-6)
9	2	11	60	972.195	A	adds	Montreux-Neuchatel (6-7)
9	2	12	61	977.623	B	removes	Interlaken-Neuchatel (5-7)
9	2	12	62	982.903	B	adds	Zermatt-Interlaken (4-5)
9	2	13	63	1000.714	A	presses	submit (enabled)
9	2	13	64	1002.771	B	presses	submit (enabled)
9	2	13	65	1002.810	T	submits	cost=29 (opt_cost=22)
9	2	13	66	1003.046	R	shows	talking emotion
9	2	13	67	1003.050	R	shows	up_left gesture
9	2	13	68	1003.139	R	says	you are not that far from the minimum; the difference is only 7 francs. i am sure you can do it.
9	3	13	69	1018.155	B	presses	compare (enabled)
9	3	13	70	1020.738	B	presses	previous (enabled)
9	3	13	71	1021.904	B	presses	compare (enabled)
9	3	13	72	1021.925	B	presses	next (enabled)
9	3	13	73	1024.104	B	presses	previous (enabled)
9	3	13	74	1048.688	B	presses	compare (enabled)
9	3	13	75	1048.706	B	presses	next (enabled)
9	3	13	76	1185.397	A	adds	Interlaken-Neuchatel (5-7)
9	3	13	77	1193.859	A	adds	Montreux-Neuchatel (6-7)
9	3	14	78	1216.487	B	adds	Interlaken-Bern (5-3)
9	3	14	79	1220.184	B	adds	Basel-Bern (0-3)
9	3	15	80	1232.437	A	adds	Basel-Zurich (0-2)
9	3	15	81	1242.375	A	removes	Basel-Zurich (0-2)
9	3	16	82	1265.587	B	adds	Zermatt-Montreux (4-6)
