team_no	attempt_no	turn_no	event_no	time	subject	verb	object
27	1	1	1	0.187	R	shows	observe gesture
27	1	1	2	0.278	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
27	1	1	3	53.832	R	shows	thinking gesture
27	1	1	4	53.837	R	says	hmm, i see.
27	1	1	5	66.400	A	presses	help (enabled)
27	1	1	6	71.310	B	presses	help (enabled)
27	1	1	7	98.786	R	shows	observe gesture
27	1	1	8	117.483	A	adds	Zermatt-Davos (4-9)
27	1	1	9	129.695	A	removes	Zermatt-Davos (4-9)
27	1	2	10	158.894	R	shows	thinking gesture
27	1	2	11	158.903	R	says	hmm, i see.
27	1	2	12	189.660	B	adds	Luzern-Zermatt (1-4)
27	1	2	13	199.309	B	adds	Luzern-Davos (1-9)
27	1	3	14	211.827	A	adds	Gallen-Davos (8-9)
27	1	3	15	225.548	A	adds	Zurich-Gallen (2-8)
27	1	4	16	248.923	B	adds	Zurich-Bern (2-3)
27	1	4	17	256.050	B	adds	Basel-Bern (0-3)
27	1	5	18	257.309	A	adds	Basel-Neuchatel (0-7)
27	1	5	19	305.476	A	adds	Montreux-Neuchatel (6-7)
27	1	6	20	318.938	B	adds	Interlaken-Montreux (5-6)
27	1	6	21	319.220	R	shows	observe gesture
27	1	6	22	373.566	A	presses	submit (enabled)
27	1	6	23	373.651	T	submits	cost=27 (opt_cost=22)
27	1	6	24	378.594	B	presses	submit (enabled)
27	1	6	25	378.950	R	shows	talking emotion
27	1	6	26	378.951	R	shows	up_left gesture
27	1	6	27	379.037	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
27	1	6	28	387.764	R	shows	talking emotion
27	1	6	29	387.767	R	shows	point_front gesture
27	1	6	30	387.853	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
27	2	6	31	391.099	A	presses	help (enabled)
27	2	6	32	401.748	A	presses	compare (enabled)
27	2	6	33	409.655	B	presses	help (enabled)
27	2	6	34	458.568	B	adds	Interlaken-Montreux (5-6)
27	2	6	35	481.578	B	removes	Interlaken-Montreux (5-6)
27	2	7	36	484.390	A	adds	Montreux-Neuchatel (6-7)
27	2	7	37	486.938	A	adds	Interlaken-Neuchatel (5-7)
27	2	8	38	524.400	B	adds	Interlaken-Bern (5-3)
27	2	9	39	530.453	A	adds	Basel-Zurich (0-2)
27	2	9	40	531.001	B	adds	Basel-Bern (0-3)
27	2	10	41	533.923	B	presses	compare (enabled)
27	2	10	42	536.592	A	removes	Basel-Zurich (0-2)
27	2	11	43	566.089	B	adds	Luzern-Bern (1-3)
27	2	11	44	569.169	B	removes	Luzern-Bern (1-3)
27	2	12	45	581.459	A	adds	Basel-Zurich (0-2)
27	2	12	46	587.407	A	adds	Luzern-Zurich (1-2)
27	2	13	47	616.159	B	adds	Luzern-Davos (1-9)
27	2	13	48	622.133	B	adds	Zermatt-Davos (4-9)
27	2	14	49	624.782	A	adds	Zermatt-Interlaken (4-5)
27	2	14	50	627.239	A	removes	Zermatt-Interlaken (4-5)
27	2	15	51	640.390	B	adds	Gallen-Davos (8-9)
27	2	15	52	651.698	B	adds	Zurich-Gallen (2-8)
27	2	16	53	657.423	B	presses	compare (enabled)
27	2	16	54	658.968	A	adds	Zermatt-Montreux (4-6)
27	2	16	55	689.446	A	adds	Basel-Neuchatel (0-7)
27	2	17	56	692.485	A	presses	compare (enabled)
27	2	17	57	699.400	A	presses	submit (enabled)
27	2	17	58	700.408	T	submits	cost=36 (opt_cost=22)
27	2	17	59	705.332	B	presses	submit (enabled)
27	2	17	60	705.669	R	shows	talking emotion
27	2	17	61	705.671	R	shows	up_left gesture
27	2	17	62	705.750	R	says	you are not that far from the minimum; the difference is only 14 francs. i am sure you can do it.
27	3	17	63	772.821	B	adds	Luzern-Bern (1-3)
27	3	17	64	777.861	B	removes	Luzern-Bern (1-3)
27	3	18	65	791.531	B	presses	compare (enabled)
27	3	18	66	793.624	A	adds	Neuchatel-Bern (7-3)
27	3	18	67	801.333	A	removes	Neuchatel-Bern (7-3)
27	3	19	68	831.221	B	adds	Zermatt-Montreux (4-6)
27	3	19	69	838.635	B	adds	Zermatt-Davos (4-9)
27	3	20	70	846.445	A	adds	Zurich-Davos (2-9)
27	3	20	71	853.683	A	adds	Gallen-Davos (8-9)
27	3	21	72	862.954	B	removes	Zurich-Davos (2-9)
27	3	21	73	881.069	B	adds	Zurich-Gallen (2-8)
27	3	22	74	890.253	A	adds	Montreux-Neuchatel (6-7)
27	3	22	75	936.392	A	adds	Neuchatel-Bern (7-3)
27	3	23	76	949.460	B	removes	Neuchatel-Bern (7-3)
27	3	23	77	962.399	B	adds	Basel-Neuchatel (0-7)
27	3	24	78	973.364	A	adds	Basel-Bern (0-3)
27	3	24	79	984.478	A	adds	Zurich-Bern (2-3)
27	3	25	80	1000.072	B	adds	Interlaken-Bern (5-3)
27	3	25	81	1003.154	B	removes	Interlaken-Bern (5-3)
27	3	26	82	1007.465	A	adds	Luzern-Bern (1-3)
27	3	26	83	1024.246	A	adds	Luzern-Interlaken (1-5)
27	3	27	84	1030.855	A	presses	submit (enabled)
27	3	27	85	1031.086	T	submits	cost=29 (opt_cost=22)
27	3	27	86	1034.905	B	presses	submit (enabled)
27	3	27	87	1036.318	R	shows	talking emotion
27	3	27	88	1036.318	R	shows	up_left gesture
27	3	27	89	1036.422	R	says	you are not that far from the minimum; the difference is only 7 francs. i am sure you can do it.
27	4	27	90	1053.171	B	adds	Zermatt-Davos (4-9)
27	4	27	91	1056.596	B	removes	Zermatt-Davos (4-9)
27	4	28	92	1065.695	A	adds	Zermatt-Montreux (4-6)
27	4	28	93	1071.412	A	adds	Montreux-Neuchatel (6-7)
27	4	29	94	1086.587	B	adds	Neuchatel-Bern (7-3)
27	4	30	95	1088.938	A	adds	Basel-Neuchatel (0-7)
27	4	30	96	1089.414	B	removes	Neuchatel-Bern (7-3)
27	4	31	97	1096.267	A	removes	Basel-Neuchatel (0-7)
27	4	32	98	1104.756	B	adds	Interlaken-Neuchatel (5-7)
27	4	32	99	1114.663	A	removes	Luzern-Interlaken (1-5)
27	4	33	100	1115.514	B	adds	Luzern-Interlaken (1-5)
27	4	34	101	1133.501	A	adds	Zermatt-Davos (4-9)
27	4	34	102	1146.237	B	adds	Luzern-Davos (1-9)
27	4	35	103	1158.260	A	adds	Zurich-Gallen (2-8)
27	4	36	104	1159.431	B	adds	Gallen-Davos (8-9)
27	4	36	105	1165.373	A	adds	Luzern-Zurich (1-2)
27	4	37	106	1173.935	B	adds	Luzern-Bern (1-3)
27	4	37	107	1176.562	B	removes	Luzern-Bern (1-3)
27	4	38	108	1186.684	A	adds	Basel-Zurich (0-2)
27	4	38	109	1190.026	A	removes	Basel-Zurich (0-2)
27	4	39	110	1200.469	B	adds	Zurich-Bern (2-3)
27	4	39	111	1203.299	B	removes	Zurich-Bern (2-3)
27	4	40	112	1205.345	A	adds	Zurich-Bern (2-3)
27	4	40	113	1210.728	A	adds	Zurich-Davos (2-9)
27	4	41	114	1219.187	B	removes	Zurich-Davos (2-9)
27	4	41	115	1238.705	R	shows	observe gesture
27	4	41	116	1238.725	R	says	so guys,..you have 5 more minutes to find the best solution. you can do it!
27	4	41	117	1253.345	B	adds	Basel-Neuchatel (0-7)
27	4	42	118	1256.358	A	removes	Basel-Neuchatel (0-7)
27	4	42	119	1272.583	A	adds	Interlaken-Bern (5-3)
27	4	43	120	1285.951	B	removes	Interlaken-Bern (5-3)
27	4	43	121	1292.930	B	adds	Basel-Bern (0-3)
27	4	44	122	1297.402	A	adds	Luzern-Interlaken (1-5)
27	4	44	123	1313.520	A	presses	submit (enabled)
27	4	44	124	1317.782	T	submits	cost=30 (opt_cost=22)
27	4	44	125	1322.701	B	presses	submit (enabled)
27	4	44	126	1323.139	R	shows	talking emotion
27	4	44	127	1323.147	R	shows	up_left gesture
27	4	44	128	1323.309	R	says	you are away from the minimum by 8 francs. let's try again.
27	5	44	129	1337.332	B	presses	compare (enabled)
27	5	44	130	1339.202	B	presses	previous (enabled)
27	5	44	131	1339.749	B	presses	previous (enabled)
27	5	44	132	1340.151	B	presses	previous (enabled)
27	5	44	133	1341.819	B	presses	compare (enabled)
27	5	44	134	1341.828	B	presses	next (enabled)
27	5	44	135	1342.183	B	presses	compare (enabled)
27	5	44	136	1342.192	B	presses	next (enabled)
27	5	44	137	1342.685	B	presses	compare (enabled)
27	5	44	138	1342.693	B	presses	next (enabled)
27	5	44	139	1375.590	A	adds	Zermatt-Davos (4-9)
27	5	44	140	1395.362	A	adds	Zermatt-Montreux (4-6)
