team_no	attempt_no	turn_no	event_no	time	subject	verb	object
28	1	1	1	0.296	R	shows	observe gesture
28	1	1	2	0.365	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
28	1	1	3	33.409	A	presses	help (enabled)
28	1	1	4	53.276	B	presses	submit (disabled)
28	1	1	5	53.533	R	shows	thinking gesture
28	1	1	6	53.555	R	says	hmm, i see.
28	1	1	7	54.545	B	presses	help (enabled)
28	1	1	8	62.679	B	presses	submit (disabled)
28	1	1	9	62.984	B	presses	submit (disabled)
28	1	1	10	71.108	B	presses	help (enabled)
28	1	1	11	89.632	A	adds	Zurich-Gallen (2-8)
28	1	1	12	90.743	B	presses	help (enabled)
28	1	1	13	98.532	R	shows	observe gesture
28	1	1	14	98.696	A	adds	Zurich-Bern (2-3)
28	1	2	15	117.974	B	adds	Basel-Bern (0-3)
28	1	2	16	137.583	B	adds	Luzern-Bern (1-3)
28	1	3	17	144.535	A	adds	Luzern-Zermatt (1-4)
28	1	3	18	158.448	A	adds	Basel-Neuchatel (0-7)
28	1	4	19	158.533	R	shows	thinking gesture
28	1	4	20	158.575	R	says	hmm, i see.
28	1	4	21	180.308	B	adds	Interlaken-Bern (5-3)
28	1	4	22	182.633	B	adds	Interlaken-Montreux (5-6)
28	1	5	23	189.913	A	adds	Luzern-Davos (1-9)
28	1	5	24	190.282	R	shows	observe gesture
28	1	5	25	201.042	B	presses	submit (enabled)
28	1	5	26	201.907	B	presses	submit (enabled)
28	1	5	27	205.673	B	presses	submit (enabled)
28	1	5	28	214.931	A	removes	Luzern-Davos (1-9)
28	1	6	29	219.147	B	presses	submit (selected)
28	1	6	30	226.100	A	presses	submit (enabled)
28	1	6	31	226.133	T	submits	cost=30 (opt_cost=22)
28	2	6	32	226.740	B	adds	Luzern-Davos (1-9)
28	2	6	33	227.511	B	presses	submit (enabled)
28	2	6	34	228.443	R	shows	talking emotion
28	2	6	35	228.445	R	shows	up_left gesture
28	2	6	36	228.523	R	says	you are away from the minimum by 8 francs. let's try again.
28	2	6	37	234.838	R	shows	talking emotion
28	2	6	38	234.840	R	shows	point_front gesture
28	2	6	39	234.935	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
28	2	6	40	247.386	A	presses	compare (enabled)
28	2	6	41	249.663	A	presses	compare (enabled)
28	2	6	42	265.138	A	presses	compare (enabled)
28	2	6	43	270.830	B	adds	Luzern-Bern (1-3)
28	2	7	44	271.590	B	adds	Zurich-Bern (2-3)
28	2	7	45	273.611	B	presses	compare (enabled)
28	2	8	46	286.210	A	adds	Basel-Bern (0-3)
28	2	8	47	290.394	A	adds	Basel-Neuchatel (0-7)
28	2	9	48	303.214	B	removes	Basel-Neuchatel (0-7)
28	2	9	49	309.888	B	adds	Basel-Neuchatel (0-7)
28	2	10	50	312.116	A	removes	Basel-Neuchatel (0-7)
28	2	10	51	313.848	A	adds	Interlaken-Bern (5-3)
28	2	11	52	322.527	B	adds	Interlaken-Montreux (5-6)
28	2	11	53	329.152	B	adds	Interlaken-Neuchatel (5-7)
28	2	12	54	335.034	A	adds	Luzern-Zermatt (1-4)
28	2	12	55	357.412	A	adds	Zurich-Gallen (2-8)
28	2	13	56	368.877	B	adds	Gallen-Davos (8-9)
28	2	13	57	368.919	A	presses	submit (enabled)
28	2	13	58	368.965	T	submits	cost=28 (opt_cost=22)
28	2	13	59	370.175	R	shows	talking emotion
28	2	13	60	370.176	R	shows	up_left gesture
28	2	13	61	370.243	R	says	you are away from the minimum by 6 francs. let's try again.
28	2	13	62	373.310	B	presses	submit (enabled)
28	3	13	63	379.693	A	presses	compare (enabled)
28	3	13	64	391.947	B	adds	Zermatt-Davos (4-9)
28	3	14	65	392.309	A	adds	Zurich-Gallen (2-8)
28	3	14	66	393.084	B	adds	Gallen-Davos (8-9)
28	3	15	67	397.224	A	adds	Basel-Zurich (0-2)
28	3	15	68	404.729	A	adds	Basel-Bern (0-3)
28	3	16	69	404.893	B	removes	Basel-Zurich (0-2)
28	3	16	70	406.316	B	adds	Zurich-Bern (2-3)
28	3	17	71	407.800	A	adds	Basel-Neuchatel (0-7)
28	3	17	72	415.485	A	adds	Interlaken-Neuchatel (5-7)
28	3	18	73	415.643	B	removes	Basel-Neuchatel (0-7)
28	3	18	74	417.186	B	adds	Interlaken-Bern (5-3)
28	3	19	75	419.914	A	adds	Montreux-Neuchatel (6-7)
28	3	20	76	428.792	B	adds	Zermatt-Montreux (4-6)
28	3	20	77	431.870	B	adds	Luzern-Zermatt (1-4)
28	3	21	78	432.061	A	removes	Zermatt-Montreux (4-6)
28	3	21	79	439.119	A	presses	submit (enabled)
28	3	21	80	439.314	T	submits	cost=26 (opt_cost=22)
28	3	21	81	439.654	R	shows	talking emotion
28	3	21	82	439.656	R	shows	up_left gesture
28	3	21	83	439.707	R	says	you are away from the minimum by 4 francs. let's try again.
28	3	21	84	443.992	B	presses	submit (enabled)
28	4	21	85	456.903	A	adds	Luzern-Interlaken (1-5)
28	4	21	86	458.532	R	shows	observe gesture
28	4	21	87	460.231	A	removes	Luzern-Interlaken (1-5)
28	4	22	88	462.460	A	presses	compare (enabled)
28	4	22	89	472.012	B	adds	Zermatt-Montreux (4-6)
28	4	23	90	473.888	A	removes	Interlaken-Montreux (5-6)
28	4	23	91	474.555	B	adds	Interlaken-Montreux (5-6)
28	4	24	92	478.861	A	adds	Montreux-Neuchatel (6-7)
28	4	25	93	486.443	B	adds	Interlaken-Neuchatel (5-7)
28	4	25	94	493.316	A	removes	Basel-Neuchatel (0-7)
28	4	26	95	494.761	B	adds	Basel-Neuchatel (0-7)
28	4	27	96	495.233	A	adds	Interlaken-Bern (5-3)
28	4	27	97	503.242	B	removes	Interlaken-Bern (5-3)
28	4	28	98	516.317	B	adds	Luzern-Zermatt (1-4)
28	4	29	99	517.612	A	adds	Luzern-Zurich (1-2)
28	4	29	100	526.789	A	adds	Zurich-Bern (2-3)
28	4	30	101	534.259	B	adds	Basel-Bern (0-3)
28	4	31	102	535.649	A	adds	Gallen-Davos (8-9)
28	4	31	103	536.615	B	adds	Zermatt-Davos (4-9)
28	4	32	104	539.807	A	presses	submit (enabled)
28	4	32	105	539.873	T	submits	cost=23 (opt_cost=22)
28	4	32	106	540.159	R	shows	talking emotion
28	4	32	107	540.160	R	shows	up_left gesture
28	4	32	108	540.259	R	says	you are away from the minimum by 1 francs. let's try again.
28	4	32	109	542.290	B	presses	submit (enabled)
28	5	32	110	554.077	A	adds	Zermatt-Montreux (4-6)
28	5	32	111	559.476	A	adds	Interlaken-Montreux (5-6)
28	5	33	112	567.423	B	removes	Interlaken-Montreux (5-6)
28	5	33	113	579.235	B	adds	Montreux-Neuchatel (6-7)
28	5	34	114	581.326	A	adds	Basel-Neuchatel (0-7)
28	5	34	115	584.053	A	removes	Basel-Neuchatel (0-7)
28	5	35	116	592.343	B	adds	Luzern-Zermatt (1-4)
28	5	35	117	595.264	A	presses	previous (enabled)
28	5	35	118	595.414	A	presses	previous (enabled)
28	5	35	119	596.696	A	presses	previous (enabled)
28	5	35	120	602.378	A	presses	compare (enabled)
28	5	35	121	602.394	A	presses	next (enabled)
28	5	35	122	602.844	A	presses	compare (enabled)
28	5	35	123	602.859	A	presses	next (enabled)
28	5	35	124	611.483	B	adds	Zermatt-Davos (4-9)
28	5	36	125	614.456	A	adds	Gallen-Davos (8-9)
28	5	36	126	624.732	A	adds	Luzern-Zurich (1-2)
28	5	37	127	632.439	B	removes	Luzern-Zurich (1-2)
28	5	38	128	635.733	A	adds	Zurich-Bern (2-3)
28	5	38	129	636.063	B	adds	Luzern-Zurich (1-2)
28	5	39	130	644.531	A	adds	Interlaken-Montreux (5-6)
28	5	40	131	653.075	B	removes	Interlaken-Montreux (5-6)
28	5	40	132	654.007	A	removes	Luzern-Interlaken (1-5)
28	5	41	133	654.492	B	adds	Luzern-Interlaken (1-5)
28	5	42	134	655.175	A	adds	Interlaken-Bern (5-3)
28	5	42	135	662.305	B	removes	Interlaken-Bern (5-3)
28	5	43	136	663.549	B	adds	Zermatt-Interlaken (4-5)
28	5	44	137	666.632	A	adds	Basel-Bern (0-3)
28	5	44	138	669.659	A	presses	submit (enabled)
28	5	44	139	669.736	T	submits	cost=22 (opt_cost=22)
28	5	44	140	670.000	R	shows	happy emotion
28	5	44	141	670.001	R	shows	happy gesture
28	5	44	142	670.087	R	says	congratulations! you found the best way to connect all gold mines. i am so happy!
