team_no	attempt_no	turn_no	event_no	time	subject	verb	object
36	1	1	1	0.302	R	shows	observe gesture
36	1	1	2	0.394	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
36	1	1	3	36.276	B	presses	help (enabled)
36	1	1	4	47.680	A	adds	Zermatt-Davos (4-9)
36	1	1	5	53.826	R	shows	thinking gesture
36	1	1	6	53.839	R	says	hmm, i see.
36	1	1	7	58.428	A	adds	Luzern-Zermatt (1-4)
36	1	2	8	65.495	A	presses	help (enabled)
36	1	2	9	66.345	B	adds	Luzern-Davos (1-9)
36	1	2	10	74.430	B	removes	Zermatt-Davos (4-9)
36	1	3	11	79.448	A	presses	help (enabled)
36	1	3	12	80.442	B	presses	help (enabled)
36	1	3	13	122.794	A	removes	Luzern-Davos (1-9)
36	1	3	14	144.827	A	adds	Zermatt-Davos (4-9)
36	1	4	15	152.278	B	removes	Zermatt-Davos (4-9)
36	1	4	16	157.087	A	presses	submit (disabled)
36	1	4	17	157.968	A	presses	help (enabled)
36	1	4	18	158.826	R	shows	thinking gesture
36	1	4	19	158.871	R	says	hmm, i see.
36	1	4	20	166.025	B	adds	Zermatt-Interlaken (4-5)
36	1	5	21	166.378	A	presses	submit (disabled)
36	1	5	22	184.307	A	adds	Luzern-Davos (1-9)
36	1	5	23	189.748	A	adds	Gallen-Davos (8-9)
36	1	6	24	196.868	A	presses	submit (disabled)
36	1	6	25	197.278	A	presses	submit (disabled)
36	1	6	26	197.904	A	presses	submit (disabled)
36	1	6	27	198.928	B	adds	Interlaken-Bern (5-3)
36	1	6	28	200.246	B	adds	Basel-Bern (0-3)
36	1	7	29	208.852	A	adds	Basel-Neuchatel (0-7)
36	1	7	30	212.649	A	adds	Montreux-Neuchatel (6-7)
36	1	8	31	218.113	A	presses	submit (disabled)
36	1	8	32	220.784	B	adds	Zermatt-Montreux (4-6)
36	1	8	33	232.291	B	adds	Zurich-Bern (2-3)
36	1	9	34	232.611	R	shows	observe gesture
36	1	9	35	241.219	A	removes	Zermatt-Interlaken (4-5)
36	1	9	36	249.622	A	removes	Interlaken-Bern (5-3)
36	1	10	37	268.097	A	presses	help (enabled)
36	1	10	38	278.826	R	shows	observe gesture
36	1	10	39	282.295	B	adds	Interlaken-Montreux (5-6)
36	1	10	40	283.619	A	presses	submit (enabled)
36	1	10	41	312.463	B	adds	Zurich-Gallen (2-8)
36	1	11	42	326.082	A	adds	Interlaken-Bern (5-3)
36	1	11	43	326.827	B	presses	submit (enabled)
36	1	11	44	327.901	T	submits	cost=33 (opt_cost=22)
36	1	11	45	327.963	A	presses	submit (enabled)
36	1	11	46	328.202	R	shows	talking emotion
36	1	11	47	328.204	R	shows	up_left gesture
36	1	11	48	328.289	R	says	you are not that far from the minimum; the difference is only 11 francs. i am sure you can do it.
36	1	11	49	337.247	R	shows	talking emotion
36	1	11	50	337.247	R	shows	point_front gesture
36	1	11	51	337.314	R	says	by the way, you guys now also have the button on the bottom of your screen in the abstract view for comparing solutions.
36	2	11	52	349.078	B	presses	compare (enabled)
36	2	11	53	352.590	A	presses	help (enabled)
36	2	11	54	352.951	B	presses	apply (enabled)
36	2	11	55	352.961	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	11	56	353.927	B	presses	apply (enabled)
36	2	11	57	354.294	B	presses	apply (enabled)
36	2	11	58	354.304	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	11	59	354.594	B	presses	apply (enabled)
36	2	11	60	354.944	B	presses	apply (enabled)
36	2	11	61	356.438	A	presses	help (enabled)
36	2	11	62	357.144	B	presses	apply (enabled)
36	2	11	63	357.154	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	11	64	358.916	B	presses	apply (enabled)
36	2	11	65	358.926	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	11	66	364.344	B	presses	compare (enabled)
36	2	11	67	386.266	A	removes	Gallen-Davos (8-9)
36	2	11	68	389.465	A	removes	Interlaken-Bern (5-3)
36	2	12	69	392.136	A	presses	compare (enabled)
36	2	12	70	397.497	A	presses	apply (enabled)
36	2	12	71	397.507	A	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	12	72	398.120	A	presses	apply (enabled)
36	2	12	73	398.629	A	presses	apply (enabled)
36	2	12	74	399.270	A	presses	apply (enabled)
36	2	12	75	399.280	A	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	12	76	402.135	A	presses	submit (enabled)
36	2	12	77	403.201	A	presses	submit (selected)
36	2	12	78	404.079	B	removes	Zermatt-Montreux (4-6)
36	2	12	79	411.037	B	adds	Zermatt-Montreux (4-6)
36	2	13	80	417.638	A	adds	Zermatt-Davos (4-9)
36	2	13	81	420.553	A	presses	help (enabled)
36	2	13	82	435.649	B	presses	apply (enabled)
36	2	13	83	435.659	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (4, 9), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	13	84	436.281	B	presses	apply (enabled)
36	2	13	85	438.648	B	presses	apply (enabled)
36	2	13	86	438.658	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	13	87	446.025	B	presses	apply (enabled)
36	2	13	88	446.035	B	loads	[(0, 3), (0, 7), (1, 4), (1, 9), (2, 3), (2, 8), (4, 6), (5, 3), (5, 6), (6, 7), (8, 9)]
36	2	13	89	497.578	A	adds	Zermatt-Davos (4-9)
36	2	14	90	508.212	A	adds	Basel-Zurich (0-2)
36	2	14	91	513.582	A	presses	compare (enabled)
36	2	14	92	526.662	A	presses	compare (enabled)
36	2	14	93	532.892	A	presses	compare (enabled)
36	2	14	94	559.847	A	presses	help (enabled)
36	2	14	95	560.499	A	presses	help (enabled)
36	2	15	96	575.079	B	removes	Basel-Zurich (0-2)
36	2	15	97	578.827	R	shows	thinking gesture
36	2	15	98	578.841	R	says	hmm, i see.
36	2	15	99	587.690	B	removes	Luzern-Zermatt (1-4)
36	2	16	100	631.446	A	removes	Interlaken-Montreux (5-6)
36	2	16	101	665.765	A	adds	Luzern-Zermatt (1-4)
36	2	17	102	677.127	B	removes	Luzern-Davos (1-9)
36	2	17	103	692.634	B	removes	Zurich-Bern (2-3)
36	2	18	104	710.944	A	adds	Luzern-Zurich (1-2)
36	2	18	105	719.978	B	presses	submit (enabled)
36	2	18	106	720.352	A	presses	submit (enabled)
36	2	18	107	720.359	T	submits	cost=28 (opt_cost=22)
36	2	18	108	720.600	R	shows	talking emotion
36	2	18	109	720.600	R	shows	up_left gesture
36	2	18	110	720.698	R	says	you are away from the minimum by 6 francs. let's try again.
36	3	18	111	729.473	B	presses	compare (enabled)
36	3	18	112	733.795	A	adds	Zermatt-Davos (4-9)
36	3	18	113	735.154	A	adds	Gallen-Davos (8-9)
36	3	19	114	748.806	B	adds	Zurich-Gallen (2-8)
36	3	19	115	764.300	B	adds	Luzern-Zurich (1-2)
36	3	20	116	770.523	A	adds	Zurich-Bern (2-3)
36	3	20	117	775.051	A	removes	Zurich-Bern (2-3)
36	3	21	118	781.894	A	presses	compare (enabled)
36	3	21	119	782.541	B	adds	Luzern-Bern (1-3)
36	3	21	120	797.333	B	adds	Zermatt-Montreux (4-6)
36	3	22	121	806.532	A	adds	Montreux-Neuchatel (6-7)
36	3	22	122	820.667	A	adds	Basel-Neuchatel (0-7)
36	3	23	123	827.821	B	adds	Interlaken-Bern (5-3)
36	3	23	124	831.540	B	presses	submit (enabled)
36	3	23	125	833.100	T	submits	cost=25 (opt_cost=22)
36	3	23	126	833.149	A	presses	submit (enabled)
36	3	23	127	833.470	R	shows	talking emotion
36	3	23	128	833.471	R	shows	up_left gesture
36	3	23	129	833.578	R	says	you are not that far from the minimum; the difference is only 3 francs. i am sure you can do it.
36	4	23	130	848.203	A	presses	compare (enabled)
36	4	23	131	849.505	B	adds	Zermatt-Montreux (4-6)
36	4	23	132	859.335	B	adds	Zermatt-Davos (4-9)
36	4	24	133	865.911	A	adds	Gallen-Davos (8-9)
36	4	24	134	871.724	A	adds	Montreux-Neuchatel (6-7)
36	4	25	135	887.805	B	adds	Basel-Neuchatel (0-7)
36	4	25	136	917.975	A	presses	previous (enabled)
36	4	25	137	918.613	A	presses	previous (enabled)
36	4	25	138	927.223	B	adds	Zurich-Gallen (2-8)
36	4	26	139	943.798	A	adds	Basel-Bern (0-3)
36	4	26	140	948.737	A	adds	Interlaken-Bern (5-3)
36	4	27	141	962.203	B	adds	Luzern-Zurich (1-2)
36	4	27	142	990.734	A	presses	submit (enabled)
36	4	27	143	999.137	A	presses	compare (enabled)
36	4	27	144	1000.468	A	presses	compare (enabled)
36	4	27	145	1000.481	A	presses	next (enabled)
36	4	27	146	1000.854	A	presses	compare (enabled)
36	4	27	147	1000.873	A	presses	next (enabled)
36	4	27	148	1001.767	A	presses	previous (enabled)
36	4	27	149	1003.167	A	presses	compare (enabled)
36	4	27	150	1003.179	A	presses	next (enabled)
36	4	27	151	1008.500	A	presses	submit (enabled)
36	4	27	152	1009.485	B	presses	submit (enabled)
36	4	27	153	1009.521	T	submits	cost=25 (opt_cost=22)
36	4	27	154	1009.937	R	shows	talking emotion
36	4	27	155	1009.938	R	shows	up_left gesture
36	4	27	156	1010.060	R	says	you are away from the minimum by 3 francs. let's try again.
36	5	27	157	1032.369	B	adds	Luzern-Davos (1-9)
36	5	27	158	1037.115	A	presses	compare (enabled)
36	5	27	159	1038.210	A	presses	compare (enabled)
36	5	27	160	1041.613	B	adds	Luzern-Bern (1-3)
36	5	28	161	1058.125	A	adds	Interlaken-Bern (5-3)
36	5	28	162	1061.729	A	adds	Interlaken-Montreux (5-6)
36	5	29	163	1073.668	B	adds	Montreux-Neuchatel (6-7)
36	5	29	164	1081.385	B	adds	Basel-Neuchatel (0-7)
36	5	30	165	1090.046	A	adds	Basel-Bern (0-3)
36	5	30	166	1091.111	A	removes	Interlaken-Bern (5-3)
36	5	31	167	1105.101	B	adds	Luzern-Zurich (1-2)
36	5	31	168	1152.117	B	adds	Zermatt-Davos (4-9)
36	5	32	169	1171.577	A	adds	Zermatt-Montreux (4-6)
36	5	32	170	1174.643	A	removes	Interlaken-Montreux (5-6)
36	5	33	171	1175.083	B	presses	compare (enabled)
36	5	33	172	1179.009	A	presses	compare (enabled)
36	5	33	173	1182.668	B	removes	Zermatt-Montreux (4-6)
