team_no	attempt_no	turn_no	event_no	time	subject	verb	object
47	1	1	1	0.174	R	shows	observe gesture
47	1	1	2	0.247	R	says	so, ann and bob, let's start building the tracks. i count on you guys. are you ready? also, you need to play this game together, as both of you will see different views at all times. you can talk now to help each other. to see my instructions again, check the information icon on your screens. time to play. let's go!
47	1	1	3	53.636	R	shows	thinking gesture
47	1	1	4	53.640	R	says	hmm, i see.
47	1	1	5	54.023	B	presses	help (enabled)
47	1	1	6	55.296	A	presses	help (enabled)
47	1	1	7	58.606	B	presses	help (enabled)
47	1	1	8	63.840	B	presses	help (enabled)
47	1	1	9	77.956	B	presses	help (enabled)
47	1	1	10	79.473	B	presses	help (enabled)
47	1	1	11	81.056	B	presses	help (enabled)
47	1	1	12	85.673	B	presses	help (enabled)
47	1	1	13	87.125	B	presses	help (enabled)
47	1	1	14	98.623	R	shows	observe gesture
47	1	1	15	111.739	B	presses	help (enabled)
47	1	1	16	114.289	B	presses	help (enabled)
47	1	1	17	118.089	B	presses	submit (disabled)
47	1	1	18	118.210	A	adds	Zermatt-Davos (4-9)
47	1	1	19	143.805	A	adds	Gallen-Davos (8-9)
47	1	2	20	153.839	B	adds	Zurich-Gallen (2-8)
47	1	2	21	157.060	B	adds	Luzern-Zurich (1-2)
47	1	3	22	159.109	A	adds	Luzern-Bern (1-3)
47	1	3	23	164.206	A	adds	Basel-Bern (0-3)
47	1	4	24	170.626	B	adds	Basel-Neuchatel (0-7)
47	1	4	25	172.536	B	adds	Interlaken-Neuchatel (5-7)
47	1	5	26	173.566	A	adds	Interlaken-Montreux (5-6)
47	1	5	27	177.183	R	shows	observe gesture
47	1	5	28	186.476	A	presses	help (enabled)
47	1	5	29	190.655	B	presses	submit (enabled)
47	1	5	30	191.508	A	presses	submit (enabled)
47	1	5	31	191.582	T	submits	cost=27 (opt_cost=22)
47	1	5	32	195.115	R	shows	talking emotion
47	1	5	33	195.118	R	shows	up_left gesture
47	1	5	34	195.205	R	says	you are not that far from the minimum; the difference is only 5 francs. i am sure you can do it.
47	1	5	35	204.061	R	shows	talking emotion
47	1	5	36	204.061	R	shows	point_front gesture
